,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,tomatoImage,tomatoReviews,totalSeasons
75,"Michael Shannon, Winona Ryder, Chris Evans, Ray Liotta",2 wins.,"$1,900,000.00",USA,03 Sep 2013,Ariel Vromen,"Biography, Crime, Drama",English,60,"The story of Richard Kuklinski, the notorious contract killer and family man. When finally arrested in 1986, neither his wife nor daughters have any clue about his real profession.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDQyMjM5MTc2OF5BMl5BanBnXkFtZTgwMzg1NTMxMjE@._V1_SX300.jpg,Millennium Entertainment,R,02 May 2013,True,106 min,The Iceman,movie,http://theiceman-movie.com/,"Morgan Land (screenplay), Ariel Vromen (screenplay), Anthony Bruno (book), Jim Thebaut (documentary ""The Iceman Tapes: Conversations with a Killer"")",2012,tt1491044,6.9,"57,785",fresh,120,
76,"Benjamin Walker, Dominic Cooper, Anthony Mackie, Mary Elizabeth Winstead",1 nomination.,"$37,300,000.00",USA,23 Oct 2012,Timur Bekmambetov,"Action, Fantasy, Horror",English,42,"Abraham Lincoln, the 16th President of the United States, discovers vampires are planning to take over the United States. He makes it his mission to eliminate them.",https://images-na.ssl-images-amazon.com/images/M/MV5BNjY2Mzc0MDA4NV5BMl5BanBnXkFtZTcwOTg5OTcxNw@@._V1_SX300.jpg,20th Century Fox,R,22 Jun 2012,True,105 min,Abraham Lincoln: Vampire Hunter,movie,http://www.abelincolnvampirehunter.com/,"Seth Grahame-Smith (screenplay), Seth Grahame-Smith (based on the novel by)",2012,tt1611224,5.9,"131,735",rotten,181,
77,"Jason Segel, Emily Blunt, Chris Pratt, Alison Brie",N/A,"$28,644,770.00","USA, Japan",04 Sep 2012,Nicholas Stoller,"Comedy, Romance","English, Spanish",62,"One year after meeting, Tom proposes to his girlfriend, Violet, but unexpected events keep tripping them up as they look to walk down the aisle together.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3MDE1NTA3M15BMl5BanBnXkFtZTcwNDcwNTMxNw@@._V1_SX300.jpg,Universal Pictures,R,27 Apr 2012,True,124 min,The Five-Year Engagement,movie,http://www.thefiveyearengagementmovie.com/,"Jason Segel, Nicholas Stoller",2012,tt1195478,6.2,"81,077",fresh,165,
78,"Sam Worthington, Liam Neeson, Ralph Fiennes, Edgar Ramírez",2 wins & 2 nominations.,"$83,640,426.00","USA, Spain",26 Jun 2012,Jonathan Liebesman,"Action, Adventure, Fantasy",English,37,"Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjMyMzk1Nzg3OF5BMl5BanBnXkFtZTcwOTQ2NjcxNw@@._V1_SX300.jpg,Warner Bros.,PG-13,30 Mar 2012,True,99 min,Wrath of the Titans,movie,http://wrathofthetitans.warnerbros.com/index.html,"Dan Mazeau (screenplay), David Leslie Johnson (screenplay), Greg Berlanti (story), David Leslie Johnson (story), Dan Mazeau (story), Beverley Cross",2012,tt1646987,5.8,"156,946",rotten,166,
79,"Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert, Alexandre Tharaud",Won 1 Oscar. Another 76 wins & 102 nominations.,"$6,700,000.00","Austria, France, Germany",20 Aug 2013,Michael Haneke,"Drama, Romance","French, English",94,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_SX300.jpg,Sony Pictures Classics,PG-13,20 Sep 2012,True,127 min,Amour,movie,http://sonyclassics.com/amour/,Michael Haneke (screenplay),2012,tt1602620,7.9,"73,277",certified,199,
80,"Sam Worthington, Mandy Gonzalez, William Sadler, Barbara Marineau",1 nomination.,"$18,400,000.00",USA,29 May 2012,Asger Leth,"Action, Crime, Thriller","English, Spanish",40,"As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MTE4MzY2N15BMl5BanBnXkFtZTcwNjMwNDc3Ng@@._V1_SX300.jpg,Summit Entertainment,PG-13,27 Jan 2012,True,102 min,Man on a Ledge,movie,http://www.manonaledge.com,Pablo F. Fenjves,2012,tt1568338,6.6,"127,898",rotten,150,
81,"Gael García Bernal, Alfredo Castro, Luis Gnecco, Néstor Cantillana",Nominated for 1 Oscar. Another 12 wins & 14 nominations.,"$2,341,226.00","Chile, France, Mexico, USA",25 Jun 2013,Pablo Larraín,Drama,Spanish,81,An ad executive comes up with a campaign to defeat Augusto Pinochet in Chile's 1988 referendum.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3ODAzNjcwMV5BMl5BanBnXkFtZTcwMTUzMjc4OA@@._V1_SX300.jpg,Sony Pictures Classics,R,09 Aug 2012,True,118 min,No,movie,http://sonyclassics.com/no/,"Pedro Peirano (screenplay), Antonio Skármeta (play)",2012,tt2059255,7.4,"18,692",certified,119,
82,"Julia Roberts, Lily Collins, Armie Hammer, Nathan Lane",Nominated for 1 Oscar. Another 2 wins & 8 nominations.,"$64,933,670.00","USA, Canada",26 Jun 2012,Tarsem Singh,"Adventure, Comedy, Drama",English,46,An evil queen steals control of a kingdom and an exiled princess enlists the help of seven resourceful rebels to win back her birthright.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTExMjU4MTUwNTVeQTJeQWpwZ15BbWU3MDk2MzkwMjc@._V1_SX300.jpg,Relativity Media,PG,30 Mar 2012,True,106 min,Mirror Mirror,movie,http://www.mirrormirrorfilm.com/,"Marc Klein (screenplay), Jason Keller (screenplay), Melisa Wallack (screen story)",2012,tt1667353,5.6,"72,823",rotten,174,
83,"Tyler Perry, Edward Burns, Matthew Fox, Jean Reno",4 nominations.,"$25,863,915.00","USA, France",05 Feb 2013,Rob Cohen,"Action, Crime, Mystery","English, German",30,A homicide detective is pushed to the brink of his moral and physical limits as he tangles with a ferociously skilled hired killer who specializes in torture and pain.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MDE0NjUyMV5BMl5BanBnXkFtZTcwNjQzNjg5Nw@@._V1_SX300.jpg,Summit,PG-13,19 Oct 2012,True,101 min,Alex Cross,movie,http://www.alexcrossmovie.com/,"Marc Moss (screenplay), Kerry Williamson (screenplay), James Patterson (based on the novel ""Cross"" by)",2012,tt1712170,5.1,"28,829",rotten,123,
84,"Jean-Luc Bilodeau, Douglas Booth, Vivian Le Borgne, Bridget Brown",1 nomination.,N/A,USA,31 Jul 2012,Lisa Azuelos,"Comedy, Drama, Romance","English, French, Ukrainian",N/A,"As a new year at school begins, Lola's heart is broken by her boyfriend, though soon she's surprised by her best friend, promising musician Kyle, who reveals his feelings for her.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0MjI5ODA3MjReQTJeQWpwZ15BbWU3MDI1NTE3Njc@._V1_SX300.jpg,Lionsgate Films,PG-13,01 Mar 2012,True,97 min,LOL,movie,http://www.lol-themovie.com/,"Lisa Azuelos (screenplay), Kamir Aïnouz (screenplay), Lisa Azuelos (film ""LOL [Laughing Out Loud]®""), Nans Delgado (film ""LOL [Laughing Out Loud]®"")",2012,tt1592873,4.3,"46,582",rotten,6,
85,"Jennifer Lawrence, Max Thieriot, Elisabeth Shue, Gil Bellows",1 win & 3 nominations.,"$31,600,000.00","Canada, USA",08 Jan 2013,Mark Tonderai,"Drama, Horror, Thriller",English,31,"After moving with her mother to a small town, a teenager finds that an accident happened in the house at the end of the street. Things get more complicated when she befriends a boy who was the only survivor of the accident.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxNTUwNTU4N15BMl5BanBnXkFtZTcwNTE0MTI3Nw@@._V1_SX300.jpg,Relativity Media,PG-13,21 Sep 2012,True,101 min,House at the End of the Street,movie,http://www.facebook.com/HouseAtTheEnd,"David Loucka (screenplay), Jonathan Mostow (story)",2012,tt1582507,5.6,"60,479",rotten,61,
86,"Dwayne Johnson, Michael Caine, Josh Hutcherson, Luis Guzmán",6 wins & 4 nominations.,"$103,812,241.00",USA,05 Jun 2012,Brad Peyton,"Action, Adventure, Comedy",English,41,"Sean Anderson partners with his mom's husband on a mission to find his grandfather, who is thought to be missing on a mythical island.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5MTE1MjQyNV5BMl5BanBnXkFtZTcwODI4NDMwNw@@._V1_SX300.jpg,New Line Cinema,PG,10 Feb 2012,True,94 min,Journey 2: The Mysterious Island,movie,http://www.themysteriousisland.com/,"Brian Gunn (screenplay), Mark Gunn (screenplay), Richard Outten (story), Brian Gunn (story), Mark Gunn (story), Jules Verne (novel)",2012,tt1397514,5.8,"70,337",rotten,126,
87,"RZA, Rick Yune, Russell Crowe, Lucy Liu",3 nominations.,"$15,608,545.00","USA, Hong Kong",12 Feb 2013,RZA,Action,"English, Mandarin",51,"On the hunt for a fabled treasure of gold, a band of warriors, assassins, and a rogue British soldier descend upon a village in feudal China, where a humble blacksmith looks to defend himself and his fellow villagers.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5ODI3ODkzOV5BMl5BanBnXkFtZTcwMTQxNjUwOA@@._V1_SX300.jpg,Universal Studios,R,02 Nov 2012,True,95 min,The Man with the Iron Fists,movie,http://www.ironfists.com,"RZA (story), RZA (screenplay), Eli Roth (screenplay)",2012,tt1258972,5.4,"54,565",rotten,85,
88,"Cleopatra Coleman, Ryan Guzman, Misha Gabriel Hamilton, Michael 'Xeno' Langebeck",N/A,"$35,057,332.00",USA,27 Nov 2012,Scott Speer,"Drama, Music, Romance",English,43,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjg1NjgyOTM2OF5BMl5BanBnXkFtZTcwMDIxMDE2Nw@@._V1_SX300.jpg,Summit Entertainment,PG-13,27 Jul 2012,True,99 min,Step Up Revolution,movie,http://www.facebook.com/StepUp4.3D,"Amanda Brody, Duane Adler (characters)",2012,tt1800741,6.5,"46,824",rotten,91,
89,"Dennis Quaid, John Hannah, Jeremy Irons, Bradley Cooper",1 win & 3 nominations.,"$11,434,867.00",USA,24 Dec 2012,"Brian Klugman, Lee Sternthal","Drama, Mystery, Romance","English, French",37,A writer at the peak of his literary success discovers the steep price he must pay for stealing another man's work.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NjgyMjI3OV5BMl5BanBnXkFtZTcwMDkxMjIyOA@@._V1_SX300.jpg,CBS Films,PG-13,07 Sep 2012,True,102 min,The Words,movie,http://www.thewordsmovie.com,"Brian Klugman, Lee Sternthal",2012,tt1840417,7.1,"62,360",rotten,119,
90,"Rorke Denver, Dave, Sonny, Weimy",Nominated for 1 Golden Globe. Another 1 win & 6 nominations.,"$65,800,000.00",USA,05 Jun 2012,"Mike McCoy, Scott Waugh","Action, Adventure, Drama","English, Russian, Spanish",40,An elite team of Navy SEALs embark on a covert mission to recover a kidnapped CIA agent.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NDQxMDAzM15BMl5BanBnXkFtZTcwNzEyNjgzNw@@._V1_SX300.jpg,Relativity Media,R,24 Feb 2012,True,110 min,Act of Valor,movie,http://www.actofvalor.com/,Kurt Johnstad,2012,tt1591479,6.5,"59,402",rotten,132,
91,"Clint Eastwood, Chelcie Ross, Raymond Anthony Thomas, Ed Lauter",2 wins & 1 nomination.,"$35,754,555.00",USA,21 Dec 2012,Robert Lorenz,"Drama, Sport",English,58,"A daughter tries to remedy her dysfunctional relationship with her ailing father, a decorated baseball scout by helping him in a recruiting trip which could be his last.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwNjMyMzQ3M15BMl5BanBnXkFtZTcwMjcwNDMyOA@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,21 Sep 2012,True,111 min,Trouble with the Curve,movie,http://troublewiththecurve.warnerbros.com/,Randy Brown,2012,tt2083383,6.8,"49,515",rotten,196,
92,"Emma Shorey, Molly Harmon, Ellisa Walker-Reid, Sophie Stuckey",5 wins & 12 nominations.,"$54,322,273.00","UK, Canada, Sweden",22 May 2012,James Watkins,"Drama, Fantasy, Horror",English,62,A young solicitor travels to a remote village where he discovers the vengeful ghost of a scorned woman is terrorizing the locals.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwMzIxOTg3N15BMl5BanBnXkFtZTcwMjI4ODUzNw@@._V1_SX300.jpg,CBS Films,PG-13,03 Feb 2012,True,95 min,The Woman in Black,movie,http://www.womaninblack.com,"Susan Hill (novel), Jane Goldman (screenplay)",2012,tt1596365,6.4,"143,488",fresh,178,
93,"Alicia Vikander, Mads Mikkelsen, Mikkel Boe Følsgaard, Trine Dyrholm",Nominated for 1 Oscar. Another 21 wins & 36 nominations.,"$1,545,726.00","Denmark, Sweden, Czech Republic, Germany",26 Mar 2013,Nikolaj Arcel,"Biography, Drama, History","Danish, English, German, French",73,"A young queen, who is married to an insane king, falls secretly in love with her physician - and together they start a revolution that changes a nation forever.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3MDE4MTQ4NF5BMl5BanBnXkFtZTcwNDgwNDYyOA@@._V1_SX300.jpg,Magnolia Pictures,R,29 Mar 2012,True,137 min,A Royal Affair,movie,http://aroyalaffairmovie.com/,"Bodil Steensen-Leth (novel), Rasmus Heisterberg (screenplay), Nikolaj Arcel (screenplay)",2012,tt1276419,7.6,"35,357",certified,100,
94,"Ben Stiller, Vince Vaughn, Jonah Hill, Richard Ayoade",2 nominations.,"$34,100,000.00",USA,13 Nov 2012,Akiva Schaffer,"Action, Comedy, Sci-Fi",English,36,Four men who form a neighborhood watch group as a way to get out of their day-to-day family routines find themselves defending the Earth from an alien invasion.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjU5MzI1NTk1MV5BMl5BanBnXkFtZTcwMzk5NzY5Nw@@._V1_SX300.jpg,20th Century Fox,R,27 Jul 2012,True,102 min,The Watch,movie,http://www.facebook.com/thewatchmovie,"Jared Stern, Seth Rogen, Evan Goldberg",2012,tt1298649,5.7,"106,852",rotten,155,
95,"Brad Morris, Steve Carell, Nancy Carell, Mark Moses",3 nominations.,"$7,100,000.00",USA,23 Oct 2012,Lorene Scafaria,"Adventure, Comedy, Drama",English,59,"As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MDQ1NzE3N15BMl5BanBnXkFtZTcwMjA0MDkzNw@@._V1_SX300.jpg,Focus Features,R,22 Jun 2012,True,101 min,Seeking a Friend for the End of the World,movie,http://www.SeekingAFriendMovie.com,Lorene Scafaria,2012,tt1307068,6.7,"91,685",rotten,162,
96,"Paul Rudd, Jennifer Aniston, Justin Theroux, Alan Alda",N/A,"$17,255,675.00",USA,19 Jun 2012,David Wain,Comedy,English,53,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NjIyOTY1Nl5BMl5BanBnXkFtZTcwMDY3NjQ0Nw@@._V1_SX300.jpg,Universal Pictures,R,24 Feb 2012,True,98 min,Wanderlust,movie,http://www.wanderlust-movie.com/Wanderlust/home.html,"David Wain, Ken Marino",2012,tt1655460,5.6,"63,822",fresh,136,
97,"John Cusack, Luke Evans, Alice Eve, Brendan Gleeson",4 nominations.,"$16,000,000.00","USA, Spain, Hungary, Serbia",09 Oct 2012,James McTeigue,"Crime, Mystery, Thriller",English,44,"When a madman begins committing horrific murders inspired by Edgar Allan Poe's works, a young Baltimore detective joins forces with Poe to stop him from making his stories a reality.",https://images-na.ssl-images-amazon.com/images/M/MV5BNTU4OGY5MjYtNTg5Zi00NGEyLTlhYTgtMTU3NzBmYmMzYWU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Relativity Media,R,27 Apr 2012,True,110 min,The Raven,movie,http://www.theravenmovie.com,"Hannah Shakespeare, Ben Livingston",2012,tt1486192,6.4,"74,663",rotten,130,
98,"Aziz Ansari, Joy Behar, Christopher Campbell, Alain Chabat",2 wins & 10 nominations.,"$161,317,423.00",USA,11 Dec 2012,"Steve Martino, Mike Thurmeier","Animation, Adventure, Comedy",English,49,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3NDM5MzY5Ml5BMl5BanBnXkFtZTcwNjExMDUwOA@@._V1_SX300.jpg,20th Century Fox,PG,13 Jul 2012,True,88 min,Ice Age: Continental Drift,movie,http://www.iceagemovie.com/,"Michael Berg (screenplay), Jason Fuchs (screenplay), Michael Berg (story), Lori Forte (story)",2012,tt1667889,6.6,"152,001",rotten,131,
99,"Chris Hemsworth, Josh Peck, Josh Hutcherson, Adrianne Palicki",1 win & 4 nominations.,"$44,794,936.00",USA,05 Mar 2013,Dan Bradley,"Action, Thriller","English, Korean",31,A group of teenagers look to save their town from an invasion of North Korean soldiers.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MDAwMzA1M15BMl5BanBnXkFtZTcwNzIxMjY3OA@@._V1_SX300.jpg,Film District,PG-13,21 Nov 2012,True,93 min,Red Dawn,movie,http://www.reddawnfilm.com,"Carl Ellsworth (screenplay), Jeremy Passmore (screenplay), Kevin Reynolds, John Milius, Kevin Reynolds (story)",2012,tt1234719,5.4,"63,766",rotten,133,
