,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,tomatoImage,tomatoReviews
37,"Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa, Sarah Roemer",N/A,N/A,"UK, USA",09 Mar 2010,Lasse Hallström,"Drama, Family","English, Japanese",N/A,A college professor's bond with the abandoned dog he takes into his home.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMDA2MjM4NDReQTJeQWpwZ15BbWU3MDE0NTgxMTM@._V1_SX300.jpg,Inferno Entertainment,G,12 Mar 2010,True,93 min,Hachi: A Dog's Tale,movie,http://www.hachithemovie.com/,"Stephen P. Lindsey (screenplay), Kaneto Shindô (motion picture ""Hachiko monogatari"")",2009,tt1028532,8.1,"168,627",fresh,26
38,"Christian Bale, Christian Stolte, Jason Clarke, Johnny Depp",1 win & 14 nominations.,"$97,000,000.00","USA, Japan",08 Dec 2009,Michael Mann,"Biography, Crime, Drama",English,70,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3NDI0NzM2MV5BMl5BanBnXkFtZTcwODk5MTk2Mg@@._V1_SX300.jpg,Universal Studios,R,01 Jul 2009,True,140 min,Public Enemies,movie,http://www.publicenemies.net/,"Ronan Bennett (screenplay), Michael Mann (screenplay), Ann Biderman (screenplay), Bryan Burrough (book)",2009,tt1152836,7.0,"236,845",fresh,266
39,"Dakota Fanning, Teri Hatcher, Jennifer Saunders, Dawn French",Nominated for 1 Oscar. Another 7 wins & 41 nominations.,"$75,169,351.00",USA,21 Jul 2009,Henry Selick,"Animation, Family, Fantasy","English, Russian",80,"An adventurous girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_SX300.jpg,Focus Features,PG,06 Feb 2009,True,100 min,Coraline,movie,http://www.coraline.com/,"Henry Selick (screenplay), Neil Gaiman (book)",2009,tt0327597,7.7,"152,067",certified,257
40,"Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård",1 win & 5 nominations.,"$133,375,846.00","USA, Italy",24 Nov 2009,Ron Howard,"Mystery, Thriller","English, Italian, Latin, French, Swiss German, German, Chinese, Spanish, Polish",48,Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzM2MjgxMF5BMl5BanBnXkFtZTcwNTQ1MTM0Mg@@._V1_SX300.jpg,Sony/Columbia Pictures,PG-13,15 May 2009,True,138 min,Angels & Demons,movie,http://www.angelsanddemons.com/,"David Koepp (screenplay), Akiva Goldsman (screenplay), Dan Brown (novel)",2009,tt0808151,6.7,"223,793",rotten,249
41,"Soledad Villamil, Ricardo Darín, Carla Quevedo, Pablo Rago",Won 1 Oscar. Another 51 wins & 39 nominations.,"$6,390,014.00","Argentina, Spain",21 Sep 2010,Juan José Campanella,"Drama, Mystery, Thriller",Spanish,80,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_SX300.jpg,Sony Pictures Classics,R,21 May 2010,True,129 min,The Secret in Their Eyes,movie,http://www.sonyclassics.com/thesecretintheireyes/,"Eduardo Sacheri (screenplay), Juan José Campanella (screenplay), Eduardo Sacheri (novel)",2009,tt1305806,8.2,"139,519",certified,133
42,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"Dieter Laser, Ashley C. Williams, Ashlynn Yennie, Akihiro Kitamura",8 wins & 3 nominations.,N/A,Netherlands,05 Oct 2010,Tom Six,"Horror, Sci-Fi","English, German, Japanese",33,"A mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede, created by stitching their mouths to each others' rectums.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4Nzk3NzYxOF5BMl5BanBnXkFtZTcwODQwNjQzMw@@._V1_SX300.jpg,IFC Films,R,28 Apr 2010,True,92 min,The Human Centipede (First Sequence),movie,http://www.ifcfilms.com/films/human-centipede,Tom Six,2009,tt1467304,4.4,"59,375",rotten,91
44,"Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue",N/A,"$10,261,085.00","Germany, UK",19 Jan 2010,Christian Alvart,"Action, Horror, Mystery","English, Vietnamese, German",28,A pair of crew members aboard a spaceship wake up with no knowledge of their mission or their identities.,https://images-na.ssl-images-amazon.com/images/M/MV5BNDQxNjc5NTMxNl5BMl5BanBnXkFtZTcwNjg2NDE4Mg@@._V1_SX300.jpg,Overture Films,R,25 Sep 2009,True,108 min,Pandorum,movie,http://www.pandorummovie.com/,"Travis Milloy (screenplay), Travis Milloy (story), Christian Alvart (story)",2009,tt1188729,6.8,"124,436",rotten,81
45,"Willem Dafoe, Charlotte Gainsbourg, Storm Acheche Sahlstrøm",21 wins & 26 nominations.,"$228,568.00","Denmark, Germany, France, Sweden, Italy, Poland",01 Mar 2010,Lars von Trier,"Drama, Horror",English,49,"A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MjQ2ODc1N15BMl5BanBnXkFtZTcwNjYyMzI5Mg@@._V1_SX300.jpg,IFC Films,NOT RATED,20 May 2009,True,108 min,Antichrist,movie,http://www.antichristthemovie.com/?language=en,Lars von Trier,2009,tt0870984,6.6,"92,497",rotten,163
46,"Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter",2 wins & 10 nominations.,"$125,286,889.00","USA, Germany, UK, Italy",01 Dec 2009,McG,"Action, Adventure, Sci-Fi","English, Italian",49,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",https://images-na.ssl-images-amazon.com/images/M/MV5BODE1MTM1MzA2NF5BMl5BanBnXkFtZTcwODQ5MTA2Mg@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,21 May 2009,True,115 min,Terminator Salvation,movie,http://www.terminatorsalvation.com/,"John Brancato, Michael Ferris",2009,tt0438488,6.6,"292,823",rotten,268
47,"Betsy Palmer, Adrienne King, Jeannine Taylor, Robbi Morgan",5 nominations.,N/A,USA,19 Oct 1999,Sean S. Cunningham,"Horror, Mystery, Thriller",English,35,"A group of camp counselors is stalked and murdered by an unknown assailant while trying to reopen a summer camp which, years before, was the site of a child's drowning.",https://images-na.ssl-images-amazon.com/images/M/MV5BNWMxYTYzYWQtNGZmNy00MTg5LTk1N2MtNzQ5NjQxYjQ5NTJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Paramount Pictures,R,09 May 1980,True,95 min,Friday the 13th,movie,N/A,"Victor Miller, Sean S. Cunningham (story), Victor Miller (story)",1980,tt0080761,6.5,"86,859",rotten,49
48,"Reese Witherspoon, Seth Rogen, Hugh Laurie, Will Arnett",3 wins & 8 nominations.,"$198,332,128.00",USA,29 Sep 2009,"Rob Letterman, Conrad Vernon","Animation, Action, Adventure",English,56,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0OTQ3MzE3MV5BMl5BanBnXkFtZTcwMDQyMzMzMg@@._V1_SX300.jpg,Paramount/Dreamworks Animation,PG,27 Mar 2009,True,94 min,Monsters vs. Aliens,movie,http://www.MonstersVsAliens.com/,"Maya Forbes (screenplay), Wallace Wolodarsky (screenplay), Rob Letterman (screenplay), Jonathan Aibel (screenplay), Glenn Berger (screenplay), Rob Letterman (story), Conrad Vernon (story)",2009,tt0892782,6.5,"118,752",fresh,209
49,"Melissa George, Joshua McIvor, Jack Taylor, Michael Dorman",1 win & 5 nominations.,N/A,"UK, Australia",02 Feb 2010,Christopher Smith,"Fantasy, Mystery, Thriller",English,N/A,"The story revolves around the passengers of a yachting trip in the Atlantic Ocean who, when struck by mysterious weather conditions, jump to another ship only to experience greater havoc on the open seas.",https://images-na.ssl-images-amazon.com/images/M/MV5BY2VlODI5ZmMtZDExYS00OWI4LWJiMWItZWZkZWRkNzlmZWI2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Icon Entertainment International,R,16 Oct 2009,True,99 min,Triangle,movie,http://www.trianglethemovie.co.uk/,Christopher Smith,2009,tt1187064,6.9,"69,465",fresh,39
50,"Milla Jovovich, Will Patton, Hakeem Kae-Kazim, Corey Johnson",1 nomination.,"$25,500,000.00","USA, UK",16 Mar 2010,Olatunde Osunsanmi,"Mystery, Sci-Fi, Thriller","English, Aboriginal",34,"A thriller involving an ongoing unsolved mystery in Alaska, where one town has seen an extraordinary number of unexplained disappearances during the past 40 years and there are accusations of a federal cover up.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2OTM0NDEyM15BMl5BanBnXkFtZTcwNTAzMDY4Mg@@._V1_SX300.jpg,Universal Pictures,PG-13,06 Nov 2009,True,98 min,The Fourth Kind,movie,http://www.thefourthkind.net/,"Olatunde Osunsanmi (screenplay), Olatunde Osunsanmi (story), Terry Robbins (story)",2009,tt1220198,5.9,"64,672",rotten,112
51,"Emily Blunt, Rupert Friend, Paul Bettany, Miranda Richardson",Won 1 Oscar. Another 12 wins & 16 nominations.,"$10,900,000.00","UK, USA",20 Apr 2010,Jean-Marc Vallée,"Biography, Drama, History","English, German",64,"A dramatization of the turbulent first years of Queen Victoria's rule, and her enduring romance with Prince Albert.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4MjExMDk3NV5BMl5BanBnXkFtZTcwMTU3OTMwMw@@._V1_SX300.jpg,Apparition,PG,08 Jan 2010,True,105 min,The Young Victoria,movie,http://www.theyoungvictoria.co.uk,Julian Fellowes,2009,tt0962736,7.3,"47,146",certified,147
52,"Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey",Won 2 Oscars. Another 109 wins & 96 nominations.,"$47,536,959.00",USA,09 Mar 2010,Lee Daniels,Drama,"English, Italian",79,"In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that her life can head in a new direction.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3NDM4ODMwNl5BMl5BanBnXkFtZTcwMTYyNDIzMw@@._V1_SX300.jpg,Lionsgate Films,R,20 Nov 2009,True,110 min,Precious,movie,http://www.weareallprecious.com/,"Geoffrey Fletcher (screenplay), Sapphire (novel)",2009,tt0929632,7.3,"89,905",certified,222
53,"Cary Grant, Ingrid Bergman, Claude Rains, Louis Calhern",Nominated for 2 Oscars. Another 3 wins & 1 nomination.,N/A,USA,13 Mar 2001,Alfred Hitchcock,"Drama, Film-Noir, Romance","English, French, Portuguese",N/A,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,https://images-na.ssl-images-amazon.com/images/M/MV5BYTc1NGViOTMtNjZhNS00OGY2LWI4MmItOWQwNTY4MDMzNWI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,RKO Radio Pictures,APPROVED,06 Sep 1946,True,101 min,Notorious,movie,N/A,Ben Hecht,1946,tt0038787,8.0,"76,141",fresh,37
54,"Andrew Garfield, Christopher Plummer, Richard Riddell, Katie Lyons",Nominated for 2 Oscars. Another 5 wins & 20 nominations.,"$7,504,196.00","UK, Canada, France, USA",27 Apr 2010,Terry Gilliam,"Adventure, Fantasy, Mystery","English, Russian, French",65,A traveling theater company gives its audience much more than they were expecting.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4Njg4NTA3Nl5BMl5BanBnXkFtZTcwNzYxMzg5Mg@@._V1_SX300.jpg,Sony Pictures Classics,PG-13,08 Jan 2010,True,123 min,The Imaginarium of Doctor Parnassus,movie,http://www.sonyclassics.com/theimaginariumofdoctorparnassus/,"Terry Gilliam, Charles McKeown",2009,tt1054606,6.8,"129,046",fresh,191
55,"Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",3 wins & 4 nominations.,"$88,915,214.00",USA,10 Nov 2009,Robert Luketic,"Comedy, Romance",English,28,A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ...,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MTM2OTUwNl5BMl5BanBnXkFtZTcwNTgwNTE0Mg@@._V1_SX300.jpg,Sony/Columbia Pictures,R,24 Jul 2009,True,96 min,The Ugly Truth,movie,http://www.theuglytruth-movie.com/,"Nicole Eastman (screenplay), Karen McCullah (screenplay), Kirsten Smith (screenplay), Nicole Eastman (story)",2009,tt1142988,6.5,"170,267",rotten,169
56,"Aamir Khan, Madhavan, Sharman Joshi, Kareena Kapoor",25 wins & 13 nominations.,"$6,500,000.00",India,26 Apr 2011,Rajkumar Hirani,"Comedy, Drama","Hindi, English",67,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",https://images-na.ssl-images-amazon.com/images/M/MV5BZWRlNDdkNzItMzhlZC00YTdmLWIwNjktYjY5NjQ1ZmQ3N2FkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Big Pictures,PG-13,25 Dec 2009,True,170 min,3 Idiots,movie,http://www.idiotsacademy.zapak.com/idiotsmain.php,"Rajkumar Hirani (screenplay), Abhijat Joshi (screenplay), Vidhu Vinod Chopra (screenplay), Abhijat Joshi (story), Chetan Bhagat (novel)",2009,tt1187043,8.4,"226,219",fresh,10
57,"Kate Hudson, Anne Hathaway, Bryan Greenberg, Chris Pratt",1 win & 8 nominations.,"$58,637,818.00",USA,28 Apr 2009,Gary Winick,"Comedy, Romance",English,24,Two best friends become rivals when they schedule their respective weddings on the same day.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA2MjU3NjQ3NzReQTJeQWpwZ15BbWU3MDEyNzE4OTE@._V1_SX300.jpg,20th Century Fox,PG,09 Jan 2009,True,89 min,Bride Wars,movie,http://www.foxinternational.com/bridewars/,"Greg DePaul (screenplay), Casey Wilson (screenplay), June Diane Raphael (screenplay), Greg DePaul (story)",2009,tt0901476,5.4,"82,787",rotten,140
58,"Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick",Nominated for 2 Oscars. Another 17 wins & 70 nominations.,"$9,190,525.00","USA, UK, France",09 Feb 2010,"Ethan Coen, Joel Coen","Comedy, Drama","English, Yiddish, Hebrew",79,"Larry Gopnik, a Midwestern physics teacher, watches his life unravel over multiple sudden incidents. Though seeking meaning and answers amidst his turmoils, he seems to keep sinking.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwODUxMjA0M15BMl5BanBnXkFtZTcwNjIyMzY3Mg@@._V1_SX300.jpg,Focus Features,R,06 Nov 2009,True,106 min,A Serious Man,movie,http://www.facebook.com/ASeriousMan,"Joel Coen, Ethan Coen",2009,tt1019452,7.0,"105,879",certified,209
59,"Garret Dillahunt, Michael Bowen, Josh Coxx, Riki Lindhome",1 win & 8 nominations.,"$32,721,635.00",USA,18 Aug 2009,Dennis Iliadis,"Crime, Horror, Thriller",English,42,"After kidnapping and brutally assaulting two young women, a gang unknowingly finds refuge at a vacation home belonging to the parents of one of the victims: a mother and father who devise an increasingly gruesome series of revenge tactics.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMTM4MDAwOF5BMl5BanBnXkFtZTcwODcyMDIzMg@@._V1_SX300.jpg,Rogue Pictures,R,13 Mar 2009,True,110 min,The Last House on the Left,movie,http://www.thelasthouseontheleft.com/,"Adam Alleca (screenplay), Carl Ellsworth (screenplay), Wes Craven (earlier film)",2009,tt0844708,6.6,"70,191",rotten,149
60,"Paul Rudd, Rashida Jones, Sarah Burns, Greg Levine",1 win & 8 nominations.,"$71,300,000.00",USA,11 Aug 2009,John Hamburg,"Comedy, Romance",English,70,"Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But, when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancée, can the trio learn to live happily ever after?",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MjI5NTEyNV5BMl5BanBnXkFtZTcwNjQ1NTMzMg@@._V1_SX300.jpg,Dreamworks/Paramount,R,20 Mar 2009,True,105 min,"I Love You, Man",movie,http://www.iloveyouman.com/,"John Hamburg (screenplay), Larry Levin (screenplay), Larry Levin (story)",2009,tt1155056,7.0,"170,317",certified,202
61,"Christian Friedel, Ernst Jacobi, Leonie Benesch, Ulrich Tukur",Nominated for 2 Oscars. Another 56 wins & 34 nominations.,"$2,077,054.00","Germany, Austria, France, Italy",29 Jun 2010,Michael Haneke,"Drama, Mystery","German, Italian, Polish",82,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2OTYyNzUxOF5BMl5BanBnXkFtZTcwMzUwMDY4Mg@@._V1_SX300.jpg,Sony Pictures Classics,R,05 Mar 2010,True,144 min,The White Ribbon,movie,http://www.thewhiteribbon.co.uk,"Michael Haneke, Michael Haneke (story)",2009,tt1149362,7.8,"55,171",certified,138
62,"Tobey Maguire, Jake Gyllenhaal, Natalie Portman, Sam Shepard",Nominated for 2 Golden Globes. Another 3 wins & 13 nominations.,"$28,501,651.00",USA,23 Mar 2010,Jim Sheridan,"Drama, Thriller, War",English,58,A young man comforts his older brother's wife and children after he goes missing in Afghanistan.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyMTY5MTcxOV5BMl5BanBnXkFtZTcwMTI3MDE3Mg@@._V1_SX300.jpg,Lionsgate Films,R,04 Dec 2009,True,105 min,Brothers,movie,http://brothersfilm.com/,"David Benioff (screenplay), Susanne Bier (motion picture ""Brødre""), Anders Thomas Jensen (motion picture ""Brødre"")",2009,tt0765010,7.1,"91,136",fresh,151
63,"Michael Hadley, Charlie Rowe, Lucy Fleming, Philip Seymour Hoffman",1 win & 8 nominations.,"$8,000,000.00","UK, Germany, France",13 Apr 2010,Richard Curtis,"Comedy, Drama, Music",English,58,"A band of rogue DJs that captivated Britain, playing the music that defined a generation and standing up to a government that wanted classical music, and nothing else, on the airwaves.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzMjYzMTMyM15BMl5BanBnXkFtZTcwOTk5NDA5Mg@@._V1_SX300.jpg,Focus Features,R,13 Nov 2009,True,117 min,Pirate Radio,movie,http://filminfocus.com/focusfeatures/film/pirate_radio,Richard Curtis,2009,tt1131729,7.4,"93,239",fresh,158
64,"Adar Beck, Gemma Chan, Nathalie Cox, John Lloyd Fillingham",Nominated for 1 BAFTA Film Award. Another 2 wins & 1 nomination.,N/A,UK,16 Nov 2010,Stuart Hazeldine,"Mystery, Thriller","English, French, Cantonese",N/A,"The final eight candidates for a highly desirable corporate job are locked together in an exam room and given a test with one question. It seems simple yet confusing that soon, tensions begin to unravel.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDg2NzM2NzIwNF5BMl5BanBnXkFtZTcwODE2ODc1Mg@@._V1_SX300.jpg,Bedlam Productions,NOT RATED,17 Jun 2010,True,101 min,Exam,movie,http://www.examthemovie.com,"Stuart Hazeldine, Simon Garrity (story), Stuart Hazeldine (story)",2009,tt1258197,6.9,"75,839",fresh,30
65,"Colin Ford, Joel Gretsch, Djimon Hounsou, Dakota Fanning",1 win & 2 nominations.,"$31,730,682.00","USA, Canada",07 Jul 2009,Paul McGuigan,"Action, Sci-Fi, Thriller","English, Cantonese",36,Two young Americans with special abilities must race to find a girl in Hong Kong before a shadowy government organization called Division does.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NjE5NTYzMl5BMl5BanBnXkFtZTcwNzc3OTMyMg@@._V1_SX300.jpg,Summit Entertainment,PG-13,06 Feb 2009,True,111 min,Push,movie,http://www.push-themovie.com/,David Bourla,2009,tt0465580,6.1,"93,296",rotten,126
66,"Adrien Brody, Sarah Polley, Delphine Chanéac, Brandon McGibbon",4 wins & 22 nominations.,"$16,999,046.00","Canada, France, USA",05 Oct 2010,Vincenzo Natali,"Drama, Horror, Sci-Fi","English, French",66,Genetic engineers Clive Nicoli and Elsa Kast hope to achieve fame by successfully splicing together the DNA of different animals to create new hybrid animals for medical use.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwODQ0MjI2OV5BMl5BanBnXkFtZTcwMTA4MjQ0Mw@@._V1_SX300.jpg,Warner Brothers,R,04 Jun 2010,True,104 min,Splice,movie,http://www.splicethefilm.com/,"Vincenzo Natali (screenplay), Antoinette Terry Bryant (screenplay), Doug Taylor (screenplay), Vincenzo Natali (story), Antoinette Terry Bryant (story)",2009,tt1017460,5.8,"81,280",certified,184
67,"Vince Vaughn, Jason Bateman, Faizon Love, Jon Favreau",1 win & 4 nominations.,"$109,176,215.00",USA,09 Feb 2010,Peter Billingsley,Comedy,"English, Ukrainian",23,"A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQxMjI1Nzc0M15BMl5BanBnXkFtZTcwMTc0Mzg2Mg@@._V1_SX300.jpg,Universal Pictures,PG-13,09 Oct 2009,True,113 min,Couples Retreat,movie,http://www.couplesretreatmovie.com/,"Jon Favreau, Vince Vaughn, Dana Fox",2009,tt1078940,5.5,"85,597",rotten,158
68,"Jesse Eisenberg, Kelsey Ford, Michael Zegen, Ryan McFarland",1 win & 4 nominations.,"$15,900,000.00",USA,25 Aug 2009,Greg Mottola,"Comedy, Drama, Romance",English,76,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NTYyMjA2N15BMl5BanBnXkFtZTcwNjU1OTA0Mg@@._V1_SX300.jpg,Miramax Films,R,03 Apr 2009,True,107 min,Adventureland,movie,http://www.miramax.com/movie/adventureland,Greg Mottola,2009,tt1091722,6.8,"135,470",certified,210
69,"Paz de la Huerta, Nathaniel Brown, Cyril Roy, Olly Alexander",3 wins & 7 nominations.,"$336,467.00","France, Germany, Italy, Canada",25 Jan 2011,Gaspar Noé,"Drama, Fantasy","English, Japanese",69,"A U.S. drug dealer living in Tokyo is betrayed by his best friend and killed in a drug deal. His soul, observing the repercussions of his death, seeks resurrection.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzMzNzQzNl5BMl5BanBnXkFtZTcwNjExMTE3Mw@@._V1_SX300.jpg,IFC Films,NOT RATED,05 May 2010,True,161 min,Enter the Void,movie,http://www.enterthevoid-lefilm.com/,"Gaspar Noé, Lucile Hadzihalilovic (with the help of)",2009,tt1191111,7.3,"48,678",fresh,88
70,"Julianne Moore, Liam Neeson, Amanda Seyfried, Max Thieriot",2 wins & 5 nominations.,"$31,000,000.00","USA, Canada, France",13 Jul 2010,Atom Egoyan,"Drama, Mystery, Romance",English,48,"A doctor hires an escort to seduce her husband, whom she suspects of cheating, though unforeseen events put the marriage in danger.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMzExNTkyMV5BMl5BanBnXkFtZTcwODUyMzAyMw@@._V1_SX300.jpg,Sony Pictures Classics,R,26 Mar 2010,True,96 min,Chloe,movie,http://www.sonyclassics.com/index.php,"Erin Cressida Wilson (screenplay), Anne Fontaine (motion picture ""Nathalie"")",2009,tt1352824,6.3,"58,248",rotten,151
71,"Jeff Bridges, James Keane, Anna Felix, Paul Herman",Won 2 Oscars. Another 35 wins & 29 nominations.,"$38,349,555.00",USA,20 Apr 2010,Scott Cooper,"Drama, Music, Romance","English, Spanish",83,A faded country music musician is forced to reassess his dysfunctional life during a doomed romance that also inspires him.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NDc5NjgzNl5BMl5BanBnXkFtZTcwNzc0NDIzMw@@._V1_SX300.jpg,Fox Searchlight Pictures,R,05 Feb 2010,True,112 min,Crazy Heart,movie,http://www.crazyheartmovie.com,"Scott Cooper, Thomas Cobb (novel)",2009,tt1263670,7.3,"69,952",certified,200
72,"Renée Zellweger, Jodelle Ferland, Ian McShane, Bradley Cooper",3 nominations.,"$13,248,477.00","USA, Canada",04 Jan 2011,Christian Alvart,"Horror, Mystery, Thriller",English,25,"A social worker fights to save a girl from her abusive parents, only to discover that the situation is more dangerous than she ever expected.",https://images-na.ssl-images-amazon.com/images/M/MV5BNTA4NDUyOTE5NV5BMl5BanBnXkFtZTcwOTQ3NzY3Mw@@._V1_SX300.jpg,Paramount Studios,R,01 Oct 2010,True,109 min,Case 39,movie,http://www.case39movie.com/mainsite/,Ray Wright,2009,tt0795351,6.2,"62,551",rotten,74
73,"Emily Browning, Arielle Kebbel, David Strathairn, Elizabeth Banks",2 nominations.,"$28,573,173.00","USA, Canada, Germany",28 Apr 2009,"Charles Guard, Thomas Guard","Drama, Horror, Mystery",English,43,"Anna Ivers returns home to her sister Alex after a stint in a mental hospital, though her recovery is jeopardized thanks to her cruel stepmother. Her dismay quickly turns to horror when she is visited by ghastly visions of her dead mother.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTY0OTc3OTkyNV5BMl5BanBnXkFtZTcwMTg4Nzc5MQ@@._V1_SX300.jpg,DreamWorks/Paramount Studios,PG-13,30 Jan 2009,True,87 min,The Uninvited,movie,http://www.uninvitedmovie.com/,"Craig Rosenberg (screenplay), Doug Miro (screenplay), Carlo Bernard (screenplay), Jee-woon Kim (motion picture ""Changhwa,  Hongryon"")",2009,tt0815245,6.4,"63,612",rotten,126
74,"Matthew McConaughey, Jennifer Garner, Michael Douglas, Breckin Meyer",1 win.,"$55,179,308.00",USA,22 Sep 2009,Mark Waters,"Comedy, Fantasy, Romance",English,34,"While attending his brother's wedding, a serial womanizer is haunted by the ghosts of his past girlfriends.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0Njk2NTIyMTVeQTJeQWpwZ15BbWU3MDU0MzUyMzI@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,01 May 2009,True,100 min,Ghosts of Girlfriends Past,movie,http://www.ghostsofgirlfriendspastmovie.com/,"Jon Lucas, Scott Moore",2009,tt0821640,5.7,"69,797",rotten,139
75,"Christopher Plummer, Martin Landau, John C. Reilly, Crispin Glover",8 nominations.,"$31,691,649.00",USA,29 Dec 2009,Shane Acker,"Animation, Action, Adventure",English,60,A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2ODE1MTgxMV5BMl5BanBnXkFtZTcwNTM1NTM2Mg@@._V1_SX300.jpg,Focus Features,PG-13,09 Sep 2009,True,79 min,9,movie,http://www.9themovie.com,"Pamela Pettler (screenplay), Shane Acker (story)",2009,tt0472033,7.1,"114,176",rotten,182
