,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,tomatoImage,tomatoReviews,totalSeasons
38,"Desmond Harrington, Eliza Dushku, Emmanuelle Chriqui, Jeremy Sisto",3 nominations.,"$15,176,515.00","USA, Germany",14 Oct 2003,Rob Schmidt,Horror,English,32,"Six people find themselves trapped in the woods of West Virginia, hunted down by ""cannibalistic mountain men grossly disfigured through generations of in-breeding.""",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMTkyMTY4M15BMl5BanBnXkFtZTYwMDc0NDE3._V1_SX300.jpg,20th Century Fox Distribution,R,30 May 2003,True,84 min,Wrong Turn,movie,http://www.wrongturnmovie.com/,Alan B. McElroy,2003,tt0295700,6.1,"90,451",rotten,78,
39,"Jim Carrey, Morgan Freeman, Jennifer Aniston, Philip Baker Hall",7 wins & 8 nominations.,"$242,589,580.00",USA,25 Nov 2003,Tom Shadyac,"Comedy, Drama, Fantasy","English, Spanish",46,A guy who complains about God too often is given almighty powers to teach him how difficult it is to run the world.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMTUyNzAxMF5BMl5BanBnXkFtZTYwMDYwOTY3._V1_SX300.jpg,Universal Pictures,PG-13,23 May 2003,True,101 min,Bruce Almighty,movie,http://www.brucealmighty.com/,"Steve Koren (story), Mark O'Keefe (story), Steve Koren (screenplay), Mark O'Keefe (screenplay), Steve Oedekerk (screenplay)",2003,tt0315327,6.7,"307,335",rotten,184,
40,"Robert Duvall, Kevin Costner, Annette Bening, Michael Gambon",1 win & 4 nominations.,"$58,260,046.00",USA,20 Jan 2004,Kevin Costner,"Drama, Romance, Western",English,67,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyNjA4NTY3N15BMl5BanBnXkFtZTYwNjc0MDM3._V1_SX300.jpg,Buena Vista Pictures,R,15 Aug 2003,True,139 min,Open Range,movie,http://openrange.movies.go.com,"Lauran Paine (novel), Craig Storper (screenplay)",2003,tt0316356,7.5,"55,781",certified,179,
41,"Steve Martin, Bonnie Hunt, Piper Perabo, Tom Welling",2 wins & 7 nominations.,"$138,507,634.00",USA,06 Apr 2004,Shawn Levy,"Comedy, Family",English,46,"With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NzYxMjY0Ml5BMl5BanBnXkFtZTcwOTU0NDczMw@@._V1_SX300.jpg,20th Century Fox,PG,25 Dec 2003,True,98 min,Cheaper by the Dozen,movie,http://www.cheaperbythedozenmovie.com/,"Frank B. Gilbreth Jr. (novel), Ernestine Gilbreth Carey (novel), Craig Titley (screen story), Sam Harper (screenplay), Joel Cohen (screenplay), Alec Sokolow (screenplay)",2003,tt0349205,5.8,"77,526",rotten,118,
42,"David McCullough, Jeff Bridges, Paul Vincent O'Connor, Chris Cooper",Nominated for 7 Oscars. Another 6 wins & 37 nominations.,"$120,147,445.00",USA,16 Dec 2003,Gary Ross,"Drama, History, Sport",English,72,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,https://images-na.ssl-images-amazon.com/images/M/MV5BMWVmMmE1YzItNGUyZS00MzgwLWFhNzYtYjM4ZTJmZDVjNmNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Universal Pictures,PG-13,25 Jul 2003,True,140 min,Seabiscuit,movie,http://www.seabiscuitonline.com/,"Laura Hillenbrand (book), Gary Ross (screenplay)",2003,tt0329575,7.3,"58,576",certified,201,
43,"Sean Penn, Naomi Watts, Danny Huston, Carly Nahon",Nominated for 2 Oscars. Another 31 wins & 76 nominations.,"$16,162,920.00",USA,16 Mar 2004,Alejandro G. Iñárritu,"Crime, Drama, Thriller",English,70,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MjI2OTM5N15BMl5BanBnXkFtZTcwNDA1NjUzMw@@._V1_SX300.jpg,Universal Pictures,R,16 Jan 2004,True,124 min,21 Grams,movie,http://www.21-grams.com/,Guillermo Arriaga,2003,tt0315733,7.7,"195,449",certified,178,
44,"Nicole Kidman, Harriet Andersson, Lauren Bacall, Jean-Marc Barr",20 wins & 25 nominations.,"$1,498,177.00","Denmark, Sweden, UK, France, Germany, Netherlands, Norway, Finland, Italy",24 Aug 2004,Lars von Trier,"Crime, Drama",English,60,"A woman on the run from the mob is reluctantly accepted in a small Colorado town. In exchange, she agrees to work for them. As a search visits town, she finds out that their support has a price. Yet her dangerous secret is never far away...",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNTg2MTI1NF5BMl5BanBnXkFtZTcwMDM1MzUyMQ@@._V1_SX300.jpg,Lions Gate Films,R,23 Apr 2004,True,178 min,Dogville,movie,http://www.dogville.dk/,Lars von Trier,2003,tt0276919,8.1,"110,750",fresh,164,
45,"Antonio Banderas, Salma Hayek, Johnny Depp, Mickey Rourke",3 wins & 4 nominations.,"$55,900,000.00",USA,20 Jan 2004,Robert Rodriguez,"Action, Thriller","English, Spanish",56,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MDg5OTcwOV5BMl5BanBnXkFtZTcwMjI1MTIzMw@@._V1_SX300.jpg,Sony Pictures Releasing,R,12 Sep 2003,True,102 min,Once Upon a Time in Mexico,movie,http://www.sonypictures.com/movies/onceuponatimeinmexico/,Robert Rodriguez,2003,tt0285823,6.4,"133,590",fresh,163,
46,"Diane Lane, Sandra Oh, Lindsay Duncan, Raoul Bova",Nominated for 1 Golden Globe. Another 4 nominations.,"$43,452,354.00","USA, Italy",03 Feb 2004,Audrey Wells,"Comedy, Drama, Romance","English, Italian, Polish, French, Spanish, German",52,A writer impulsively buys a villa in Tuscany in order to change her life.,https://images-na.ssl-images-amazon.com/images/M/MV5BOGY5ZjQ4M2ItMjQ0NC00NjY4LWIwYmEtMTIxNzFmNjA4YmJlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Buena Vista Pictures,PG-13,26 Sep 2003,True,113 min,Under the Tuscan Sun,movie,http://tuscansun.movies.go.com/main.html,"Frances Mayes (book), Audrey Wells (screen story), Audrey Wells (screenplay)",2003,tt0328589,6.7,"37,246",fresh,149,
47,"Bruce Willis, Monica Bellucci, Cole Hauser, Eamonn Walker",2 nominations.,"$43,426,961.00",USA,10 Jun 2003,Antoine Fuqua,"Action, Drama, Thriller",English,48,A Special-Ops commander leads his team into the Nigerian jungle in order to rescue a doctor who will only join them if they agree to save 70 refugees too.,https://images-na.ssl-images-amazon.com/images/M/MV5BMmI3YjQ4NjctZTk0Zi00ZDFhLTgyZjAtYWRjZTJjMjMwNjM2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Columbia Pictures,R,07 Mar 2003,True,121 min,Tears of the Sun,movie,http://www.sonypictures.com/movies/tearsofthesun,"Alex Lasker, Patrick Cirillo",2003,tt0314353,6.6,"96,456",rotten,150,
48,"Sid Haig, William Bassett, Karen Black, Erin Daniels",4 wins & 7 nominations.,"$12,583,510.00",USA,12 Aug 2003,Rob Zombie,Horror,English,31,Two teenage couples traveling across the backwoods of Texas searching for urban legends of murder end up as prisoners of a bizarre and sadistic backwater family of serial killers.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjUyNjU0NDE0OV5BMl5BanBnXkFtZTYwNzcwMzg3._V1_SX300.jpg,Lions Gate Films Inc.,R,11 Apr 2003,True,89 min,House of 1000 Corpses,movie,http://www.houseof1000corpses.com/,Rob Zombie,2003,tt0251736,6.0,"62,262",rotten,80,
49,"Sean Connery, Naseeruddin Shah, Peta Wilson, Tony Curran",7 nominations.,"$66,327,144.00","USA, Germany, Czech Republic, UK",16 Dec 2003,Stephen Norrington,"Action, Adventure, Fantasy","English, German, Italian",30,"In an alternate Victorian Age world, a group of famous contemporary fantasy, SF and adventure characters team up on a secret mission.",https://images-na.ssl-images-amazon.com/images/M/MV5BZTFlOTdkMjEtNGVmMS00YTA3LThlNjQtMjAzZmFjZDAzNjllL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,20th Century Fox,PG-13,11 Jul 2003,True,110 min,The League of Extraordinary Gentlemen,movie,http://www.lxgmovie.com,"Alan Moore (comic books), Kevin O'Neill (comic books), James Robinson (screenplay)",2003,tt0311429,5.8,"144,310",rotten,178,
50,"Kang-ho Song, Sang-kyung Kim, Roe-ha Kim, Jae-ho Song",21 wins & 3 nominations.,N/A,South Korea,12 Jun 1991,Joon-ho Bong,"Crime, Drama, Mystery","Korean, English",82,"In 1986, in the province of Gyunggi, in South Korea, a second young and beautiful woman is found dead, raped and tied and gagged with her underwear. Detective Park Doo-Man and Detective Cho...",https://images-na.ssl-images-amazon.com/images/M/MV5BZWYyYTk5ODQtNjFjZi00ZDFlLWEwNGEtNGQwZTdmYWRhNmU3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Houston Lady Productions,UNRATED,02 May 2003,True,132 min,Memories of Murder,movie,N/A,"Joon-ho Bong, Kwang-rim Kim (play), Sung-bo Shim",2003,tt0353969,8.1,"72,782",N/A,N/A,
51,"Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins",1 win.,"$35,990,505.00",USA,05 Aug 2003,Dennie Gordon,"Comedy, Drama, Family",English,41,"An American teenager learns that her father is a wealthy British politician running for office. Although she is eager to find him, she realizes it could cause a scandal and cost him the election.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTllOWQyNzktMTE5OS00NzJkLTgyYjUtNjIwY2Y4OThhNjgxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Bros. Pictures,PG,04 Apr 2003,True,105 min,What a Girl Wants,movie,http://www2.warnerbros.com/whatagirlwants/,"William Douglas-Home (play), William Douglas-Home, Jenny Bicks (screenplay), Elizabeth Chandler (screenplay)",2003,tt0286788,5.8,"49,477",rotten,105,
52,"Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King",1 win & 6 nominations.,"$103,600,000.00",USA,23 Sep 2003,Steve Carr,"Comedy, Family","English, Klingon, German",39,Two men get laid off and have to become stay-at-home dads when they can't find jobs. This inspires them to open their own day-care center.,https://images-na.ssl-images-amazon.com/images/M/MV5BNTZiYjEzY2UtMzA2OC00NjM1LWFlMjItMzg4MTAwOTU2YzYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures,PG,09 May 2003,True,92 min,Daddy Day Care,movie,http://www.sonypictures.com/movies/daddydaycare,Geoff Rodkey,2003,tt0317303,5.5,"51,321",rotten,128,
53,"Will Ferrell, James Caan, Bob Newhart, Edward Asner",2 wins & 7 nominations.,"$173,400,000.00","USA, Germany",16 Nov 2004,Jon Favreau,"Comedy, Family, Fantasy",English,64,"After inadvertently wreaking havoc on the elf community due to his ungainly size, a man raised as an elf at the North Pole is sent to the U.S. in search of his true identity.",https://images-na.ssl-images-amazon.com/images/M/MV5BNjY1NjQ3NDY5MF5BMl5BanBnXkFtZTYwODAyMTc3._V1_SX300.jpg,New Line Cinema,PG,07 Nov 2003,True,97 min,Elf,movie,http://elfmovie.com/,David Berenbaum,2003,tt0319343,6.9,"157,638",certified,188,
54,"Robert Englund, Ken Kirzinger, Monica Keena, Jason Ritter",2 wins & 7 nominations.,"$82,200,000.00","USA, Canada, Italy",13 Jan 2004,Ronny Yu,"Action, Horror, Thriller",English,37,"Freddy Krueger and Jason Voorhees return to terrorize the teenage population. Except this time, they're out to get each other, too.",https://images-na.ssl-images-amazon.com/images/M/MV5BODNlNWVjOTMtZjVjYy00MzRjLTg2MmQtNTM3MWVmZjFjYzgwXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,New Line Cinema,R,15 Aug 2003,True,97 min,Freddy vs. Jason,movie,http://www.freddyvsjason.com/,"Wes Craven (characters), Victor Miller (characters), Damian Shannon, Mark Swift",2003,tt0329101,5.8,"91,959",rotten,157,
55,"Jessica Alba, Mekhi Phifer, Romeo Miller, Joy Bryant",8 nominations.,"$30,222,640.00",USA,23 Mar 2004,Bille Woodruff,"Drama, Music, Romance",English,37,"Honey is a sexy, tough music video choreographer who shakes up her life after her mentor gives her an ultimatum: sleep with him or be blacklisted within their industry.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxODE4MTk0MF5BMl5BanBnXkFtZTcwMTg3NTAwMQ@@._V1_SX300.jpg,Universal Pictures,PG-13,05 Dec 2003,True,94 min,Honey,movie,http://www.honey-movie.com/,"Alonzo Brown, Kim Watson",2003,tt0322589,5.3,"37,702",rotten,115,
56,"Pamela Anderson, Jenny McCarthy, Marny Eng, Charlie Sheen",2 wins & 2 nominations.,N/A,"USA, Canada",11 May 2004,David Zucker,Comedy,English,49,"In the third installment of the Scary Movie franchise, Cindy has to investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDE2NTIyMjg2OF5BMl5BanBnXkFtZTYwNDEyMTg3._V1_SX300.jpg,Miramax Films,PG-13,24 Oct 2003,True,84 min,Scary Movie 3,movie,http://www.scarymovie.com/sm3_home.html,"Craig Mazin, Pat Proft, Shawn Wayans (characters), Marlon Wayans (characters), Buddy Johnson (characters), Phil Beauman (characters), Jason Friedberg (characters), Aaron Seltzer (characters)",2003,tt0306047,5.5,"114,707",rotten,128,
57,"Nicolas Cage, Sam Rockwell, Alison Lohman, Bruce Altman",3 nominations.,"$36,873,198.00",USA,01 Jun 2004,Ridley Scott,"Comedy, Crime, Drama",English,61,A phobic con artist and his protégé are on the verge of pulling off a lucrative swindle when the former's teenage daughter arrives unexpectedly.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3NjMyNjIyMF5BMl5BanBnXkFtZTYwOTgzMDI3._V1_SX300.jpg,Warner Bros. Pictures,PG-13,12 Sep 2003,True,116 min,Matchstick Men,movie,http://matchstickmenmovie.warnerbros.com/,"Eric Garcia (book), Nicholas Griffin (screenplay), Ted Griffin (screenplay)",2003,tt0325805,7.3,"108,479",certified,182,
58,"Jamie Lee Curtis, Lindsay Lohan, Mark Harmon, Harold Gould",Nominated for 1 Golden Globe. Another 5 wins & 9 nominations.,"$110,180,505.00",USA,16 Dec 2003,Mark Waters,"Comedy, Family, Fantasy","English, Mandarin",70,"An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.",https://images-na.ssl-images-amazon.com/images/M/MV5BYmU4NTk4OWYtMjE4My00MGVkLTgwY2EtZTZjN2YyOGFiMDQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Buena Vista Pictures,PG,06 Aug 2003,True,97 min,Freaky Friday,movie,http://disney.go.com/disneypictures/freakyfriday/html/main.html?DETECT=SWF.60000,"Mary Rodgers (novel), Heather Hach (screenplay), Leslie Dixon (screenplay)",2003,tt0322330,6.1,"100,678",certified,148,
59,"Jack Nicholson, Diane Keaton, Keanu Reeves, Frances McDormand",Nominated for 1 Oscar. Another 7 wins & 12 nominations.,"$121,400,000.00",USA,30 Mar 2004,Nancy Meyers,"Comedy, Drama, Romance","English, French",66,A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.,https://images-na.ssl-images-amazon.com/images/M/MV5BODYyNmRlNDMtYzg1Zi00NzlhLWI4ZDMtZWUwOTQzMDZiYTQyXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,Sony Pictures,PG-13,12 Dec 2003,True,128 min,Something's Gotta Give,movie,http://www.sonypictures.com/movies/somethingsgottagive/index.html,Nancy Meyers,2003,tt0337741,6.7,"92,937",fresh,167,
60,"Corbin Allred, Alexander Polinsky, Kirby Heyborne, Larry Bagby",16 wins & 2 nominations.,"$1,004,940.00",USA,31 May 2005,Ryan Little,"Action, Adventure, Drama","English, German",56,Four American soldiers and one Brit fighting in Europe during World War II struggle to return to Allied territory after being separated from U.S. forces during the historic Malmedy Massacre.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NDEyNjg3NV5BMl5BanBnXkFtZTYwNDMyMjk2._V1_SX300.jpg,Excel Entertainment,PG-13,25 Mar 2005,True,90 min,Saints and Soldiers,movie,http://www.saintsandsoldiers.com/,"Geoffrey Panos (original story), Geoffrey Panos (screenwriter), Matt Whitaker (screenwriter)",2003,tt0373283,6.8,"18,074",fresh,35,
61,"Adam Sandler, Jack Nicholson, Marisa Tomei, Luis Guzmán",2 wins & 5 nominations.,"$133,756,285.00",USA,16 Sep 2003,Peter Segal,Comedy,English,52,"Dave Buznik is a businessman who is wrongly sentenced to an anger-management program, where he meets an aggressive instructor.",https://images-na.ssl-images-amazon.com/images/M/MV5BMDg1YTNiODItZGYyOC00NGIwLWI3MjYtMTY3NDQ0ZDIwYjBiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures Entertainment,PG-13,11 Apr 2003,True,106 min,Anger Management,movie,http://www.sonypictures.com/movies/angermanagement,David Dorfman,2003,tt0305224,6.2,"175,664",rotten,189,
62,"Julia Roberts, Kirsten Dunst, Julia Stiles, Maggie Gyllenhaal",Nominated for 1 Golden Globe. Another 5 nominations.,"$63,695,760.00",USA,09 Mar 2004,Mike Newell,Drama,"English, Italian",45,A free-thinking art professor teaches conservative 1950s Wellesley girls to question their traditional social roles.,https://images-na.ssl-images-amazon.com/images/M/MV5BZTAxMjdjNzMtNTk1OC00YzkwLTgyMWYtYzc3NTFjYWRiNzNmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures Releasing,PG-13,19 Dec 2003,True,117 min,Mona Lisa Smile,movie,http://www.sonypictures.com/movies/monalisasmile/,"Lawrence Konner, Mark Rosenthal",2003,tt0304415,6.4,"63,217",rotten,150,
63,"Angelina Jolie, Gerard Butler, Ciarán Hinds, Chris Barrie",1 win & 3 nominations.,"$65,700,000.00","USA, Germany, Japan, UK",18 Nov 2003,Jan de Bont,"Action, Adventure, Fantasy","English, Mandarin",43,Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box before an evil scientist and recruits a former Marine turned mercenary to assist her.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0NzI3MTU5OF5BMl5BanBnXkFtZTYwODU2Nzk5._V1_SX300.jpg,Paramount Pictures,PG-13,25 Jul 2003,True,117 min,Lara Croft Tomb Raider: The Cradle of Life,movie,http://www.tombraidermovie.com,"Dean Georgaris (screenplay), Steven E. de Souza (story), James V. Hart (story)",2003,tt0325703,5.5,"105,775",rotten,168,
64,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac",7 wins & 17 nominations.,"$100,685,880.00",USA,21 Oct 2003,McG,"Action, Adventure, Comedy","English, Mandarin, Spanish",48,The Angels investigate a series of murders which occur after the theft of a witness protection profile database.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0MTg3OTU5N15BMl5BanBnXkFtZTYwMDc4MzU3._V1_SX300.jpg,Columbia Pictures,PG-13,27 Jun 2003,True,106 min,Charlie's Angels: Full Throttle,movie,http://sonypictures.com/movies/charliesangelsfullthrottle/index.html,"Ivan Goff (television series), Ben Roberts (television series), John August (story), John August (screenplay), Cormac Wibberley (screenplay), Marianne Wibberley (screenplay)",2003,tt0305357,4.8,"103,235",rotten,178,
65,"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J",5 wins & 5 nominations.,"$116,643,346.00",USA,30 Dec 2003,Clark Johnson,"Action, Adventure, Crime","English, Spanish, French",45,An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody and only the LAPD's Special Weapons and Tactics team can prevent it.,https://images-na.ssl-images-amazon.com/images/M/MV5BNmIxYTVmMDEtNWU5NS00MWJhLWJjNmQtNjkxNWI3NmY4MzJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Columbia Pictures,PG-13,08 Aug 2003,True,117 min,S.W.A.T.,movie,http://www.sony.com/swat,"Robert Hamner (characters), Ron Mita (story), Jim McClain (story), David Ayer (screenplay), David McKenna (screenplay)",2003,tt0257076,6.0,"121,634",rotten,165,
66,"Eddie Murphy, Terence Stamp, Nathaniel Parker, Marsha Thomason",1 win & 4 nominations.,"$75,759,571.00",USA,20 Apr 2004,Rob Minkoff,"Comedy, Family, Fantasy",English,34,"A realtor and his wife and children are summoned to a mansion, which they soon discover is haunted, and while they attempt to escape, he learns an important lesson about the family he has neglected.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA3NDUwNzAxNzZeQTJeQWpwZ15BbWU3MDQyMTUwMDE@._V1_SX300.jpg,Buena Vista Pictures,PG,26 Nov 2003,True,88 min,The Haunted Mansion,movie,http://disney.go.com/disneypictures/hauntedmansion/index.html,David Berenbaum,2003,tt0338094,4.9,"33,174",rotten,136,
67,"Jason Biggs, Seann William Scott, Alyson Hannigan, Eddie Kaye Thomas",3 wins & 6 nominations.,"$104,354,205.00","USA, Germany",02 Jan 2004,Jesse Dylan,"Comedy, Romance",English,43,"It's the wedding of Jim and Michelle and the gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwNTIzNDk1MDVeQTJeQWpwZ15BbWU3MDMwNzAwMDE@._V1_SX300.jpg,Universal Pictures,R,01 Aug 2003,True,96 min,American Wedding,movie,http://www.americanpiemovie.com/index.php,"Adam Herz (characters), Adam Herz",2003,tt0328828,6.3,"166,545",rotten,155,
68,"Michael Caine, Robert Duvall, Haley Joel Osment, Kyra Sedgwick",1 win & 6 nominations.,"$41,407,470.00",USA,03 Feb 2004,Tim McCanlies,"Comedy, Drama, Family",English,52,"A coming-of-age story about a shy, young boy sent by his irresponsible mother to spend the summer with his wealthy, eccentric uncles in Texas.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzNjcyOTcxNl5BMl5BanBnXkFtZTYwODE5Mjk2._V1_SX300.jpg,New Line Cinema,PG,19 Sep 2003,True,109 min,Secondhand Lions,movie,http://www.secondhandlions.com/,Tim McCanlies,2003,tt0327137,7.6,"44,292",rotten,133,
69,"Dwayne Johnson, Seann William Scott, Rosario Dawson, Christopher Walken",2 wins & 3 nominations.,"$47,592,825.00",USA,23 Mar 2004,Peter Berg,"Action, Adventure, Comedy","English, Portuguese",59,A tough aspiring chef is hired to bring home a mobster's son from the Amazon but becomes involved in the fight against an oppressive town operator and the search for a legendary treasure.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4OTM5MzIyNl5BMl5BanBnXkFtZTcwMjY5MzAwMQ@@._V1_SX300.jpg,Universal Pictures,PG-13,26 Sep 2003,True,104 min,The Rundown,movie,http://www.therundown.com/,"R.J. Stewart (story), R.J. Stewart (screenplay), James Vanderbilt (screenplay)",2003,tt0327850,6.7,"84,682",fresh,149,
70,"Ashton Kutcher, Brittany Murphy, Christian Kane, David Moscow",9 nominations.,N/A,"USA, Germany",07 May 2007,Shawn Levy,"Comedy, Romance","English, Italian, French, German",28,"A young newlywed couple honeymoon in Europe, where obstacles challenge their ability to sustain the marriage.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MzM4NzUzNl5BMl5BanBnXkFtZTcwMDQyMDczMw@@._V1_SX300.jpg,Venus,PG-13,10 Jan 2003,True,95 min,Just Married,movie,N/A,Sam Harper,2003,tt0305711,5.4,"58,793",N/A,N/A,
71,"Kate Winslet, Cleo King, Constance Jones, Kevin Spacey",3 nominations.,"$19,593,740.00","USA, Germany, UK",22 Jul 2003,Alan Parker,"Crime, Drama, Thriller","English, Spanish",31,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMzU0NTgxNzZeQTJeQWpwZ15BbWU2MDQzNDkxNw@@._V1_SX300.jpg,Universal Pictures,R,21 Feb 2003,True,130 min,The Life of David Gale,movie,http://www.thelifeofdavidgale.com,Charles Randolph,2003,tt0289992,7.6,"90,700",rotten,157,
72,"Vincent Gallo, Chloë Sevigny, Cheryl Tiegs, Elizabeth Blake",1 win & 3 nominations.,N/A,"USA, Japan",16 Aug 2005,Vincent Gallo,Drama,English,51,"Professional motorcycle racer Bud Clay heads from New Hampshire to California to race again. Along the way he meets various needy women who provide him with the cure to his own loneliness, but only a certain woman from his past will truly satisfy him.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2MzQ5NjMyNV5BMl5BanBnXkFtZTcwODYyODYyMQ@@._V1_SX300.jpg,Wellspring Media,NOT RATED,14 Nov 2003,True,93 min,The Brown Bunny,movie,http://www.wellspring.com/movies/movie.html?movie_id=57,Vincent Gallo,2003,tt0330099,5.0,"11,809",rotten,90,
73,"Charlotte Rampling, Ludivine Sagnier, Charles Dance, Jean-Marie Lamour",2 wins & 18 nominations.,"$9,942,554.00","France, UK",13 Jan 2004,François Ozon,"Crime, Drama, Mystery","English, French",70,"A British mystery author visits her publisher's home in the South of France, where her interaction with his unusual daughter sets off some touchy dynamics.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2Mjg2MTE3NV5BMl5BanBnXkFtZTcwNDA0MTAwMQ@@._V1_SX300.jpg,Focus Features,R,01 Aug 2003,True,102 min,Swimming Pool,movie,http://www.focusfeatures.com,"François Ozon (screenplay), Emmanuèle Bernheim, Sionann O'Neill (translation: English)",2003,tt0324133,6.8,"35,781",certified,151,
74,"Blanchard Ryan, Daniel Travis, Saul Stein, Michael E. Williamson",2 wins & 6 nominations.,"$30,500,882.00",USA,28 Dec 2004,Chris Kentis,"Adventure, Biography, Drama",English,63,Based on the true story of two scuba divers accidentally stranded in shark infested waters after their tour boat has left.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjQ5ODAyOTk3OF5BMl5BanBnXkFtZTcwNzQ1NjYyMQ@@._V1_SX300.jpg,Lions Gate Films,R,20 Aug 2004,True,79 min,Open Water,movie,http://www.openwatermovie.com/,Chris Kentis,2003,tt0374102,5.7,"43,583",fresh,191,
75,"Tommy Lee Jones, Cate Blanchett, Evan Rachel Wood, Jenna Boyd",2 wins & 8 nominations.,"$26,900,000.00",USA,24 Feb 2004,Ron Howard,"Adventure, Thriller, Western","English, Apache languages, Spanish",55,"In 1885 New Mexico, a frontier medicine woman forms an uneasy alliance with her estranged father when her daughter is kidnapped by an Apache brujo.",https://images-na.ssl-images-amazon.com/images/M/MV5BYWM1ZmU5NWItZDM0ZC00MTk5LThiMTktZGUxOThjNzI5NTcyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures Entertainment,R,26 Nov 2003,True,137 min,The Missing,movie,http://www.sonypictures.com/movies/themissing/index.html,"Thomas Eidson (novel), Ken Kaufman (screenplay)",2003,tt0338188,6.5,"27,999",rotten,172,
