,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,tomatoImage,tomatoReviews,totalSeasons
37,"Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith",4 wins & 30 nominations.,"$193,136,719.00",USA,15 Nov 2005,"Eric Darnell, Tom McGrath","Animation, Adventure, Comedy","English, Portuguese, Spanish, German, French",57,"Spoiled by their upbringing and unaware of what wildlife really is, four animals from the New York Central Zoo escape, unwittingly assisted by four absconding penguins, and find themselves in Madagascar.",https://images-na.ssl-images-amazon.com/images/M/MV5BN2I5YzFlYWEtZjRhNy00ZmQzLWJhNTktZGIwYjFjODdmNDgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Dreamworks,PG,27 May 2005,True,86 min,Madagascar,movie,http://www.madagascar-themovie.com/,"Mark Burton, Billy Frolick, Eric Darnell, Tom McGrath",2005,tt0351283,6.9,"280,756",rotten,185,
38,"Adam Sandler, Chris Rock, Burt Reynolds, Nelly",2 wins & 17 nominations.,"$157,900,000.00",USA,03 Aug 2004,Peter Segal,"Comedy, Crime, Sport",English,48,Prison inmates form a football team to challenge the prison guards.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1NTQyNDk2NV5BMl5BanBnXkFtZTcwOTE2OTQzMw@@._V1_SX300.jpg,Paramount Pictures,PG-13,27 May 2005,True,113 min,The Longest Yard,movie,http://www.longestyard.com,"Albert S. Ruddy (story), Tracy Keenan Wynn, Sheldon Turner (screenplay)",2005,tt0398165,6.4,"134,577",rotten,164,
39,"Karl Urban, Rosamund Pike, Deobia Oparei, Ben Daniels",3 nominations.,"$28,031,250.00","UK, Czech Republic, Germany, USA",07 Feb 2006,Andrzej Bartkowiak,"Action, Adventure, Horror","English, Japanese",34,Space Marines are sent to investigate strange events at a research facility on Mars but find themselves at the mercy of genetically enhanced killing machines.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzNTEyNjAyNV5BMl5BanBnXkFtZTcwODk0ODIzMQ@@._V1_SX300.jpg,Universal Pictures,R,21 Oct 2005,True,105 min,Doom,movie,http://www.doommovie.com,"Dave Callaham (screenplay), Wesley Strick (screenplay), Dave Callaham (story)",2005,tt0419706,5.2,"90,010",rotten,130,
40,"Elisha Cuthbert, Chad Michael Murray, Brian Van Holt, Paris Hilton",5 wins & 10 nominations.,"$32,000,000.00","Australia, USA",25 Oct 2005,Jaume Collet-Serra,Horror,English,41,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,https://images-na.ssl-images-amazon.com/images/M/MV5BNDA4Nzg1NjQ2NV5BMl5BanBnXkFtZTcwMDYwNTgyMQ@@._V1_SX300.jpg,Warner Bros. Pictures,R,06 May 2005,True,108 min,House of Wax,movie,http://houseofwaxmovie.warnerbros.com/,"Charles Belden (story), Chad Hayes (screenplay), Carey Hayes (screenplay)",2005,tt0397065,5.3,"97,248",rotten,151,
41,"Eric Bana, Daniel Craig, Ciarán Hinds, Mathieu Kassovitz",Nominated for 5 Oscars. Another 12 wins & 62 nominations.,"$47,379,090.00","France, Canada, USA",09 May 2006,Steven Spielberg,"Drama, Thriller","English, German, French, Hebrew, Arabic, Italian, Greek, Russian",74,"Based on the true story of the Black September aftermath, about the five men chosen to eliminate the ones responsible for that fateful day.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNzYzMzMwMF5BMl5BanBnXkFtZTcwMzMzODczMQ@@._V1_SX300.jpg,Universal Pictures,R,06 Jan 2006,True,164 min,Munich,movie,http://www.munichmovie.com/,"Tony Kushner (screenplay), Eric Roth (screenplay), George Jonas (book)",2005,tt0408306,7.6,"181,358",certified,202,
42,"Mark Wahlberg, Tyrese Gibson, André Benjamin, Garrett Hedlund",5 wins & 9 nominations.,N/A,USA,22 Jun 2010,John Singleton,"Action, Crime, Drama",English,49,Four brothers look to avenge their mother's death.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4NzM3Njg2NV5BMl5BanBnXkFtZTcwNjU4NDczMw@@._V1_SX300.jpg,The Orchard,R,12 Aug 2005,True,109 min,Four Brothers,movie,N/A,"David Elliot, Paul Lovett",2005,tt0430105,6.9,"112,846",N/A,N/A,
43,"Rachel McAdams, Cillian Murphy, Brian Cox, Laura Johnson",2 wins & 9 nominations.,"$57,859,105.00",USA,10 Jan 2006,Wes Craven,"Mystery, Thriller","English, Russian",71,"A woman is kidnapped by a stranger on a routine flight. Threatened by the potential murder of her father, she is pulled into a plot to assist her captor in offing a politician.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzAxNjc1ODczOF5BMl5BanBnXkFtZTcwMjE3MjEzMw@@._V1_SX300.jpg,Dreamworks,PG-13,19 Aug 2005,True,85 min,Red Eye,movie,http://www.redeye-themovie.com/,"Carl Ellsworth (screenplay), Carl Ellsworth (story), Dan Foos (story)",2005,tt0421239,6.5,"96,325",certified,187,
44,"Emma Thompson, Colin Firth, Kelly Macdonald, Thomas Brodie-Sangster",3 wins & 4 nominations.,"$47,124,400.00","USA, UK, France",09 May 2006,Kirk Jones,"Comedy, Family, Fantasy",English,59,A governess uses magic to rein in the behavior of seven ne'er-do-well children in her charge.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNDUxODEwMF5BMl5BanBnXkFtZTcwMzgyMTIzMQ@@._V1_SX300.jpg,Universal Pictures,PG,27 Jan 2006,True,97 min,Nanny McPhee,movie,http://www.nannymcphee.com/,"Emma Thompson (screenplay), Christianna Brand (""Nurse Matilda"" books)",2005,tt0396752,6.6,"52,143",certified,131,
45,"Ralph Fiennes, Rachel Weisz, Hubert Koundé, Danny Huston",Won 1 Oscar. Another 33 wins & 64 nominations.,"$33,565,375.00","UK, Germany, USA, China",10 Jan 2006,Fernando Meirelles,"Drama, Mystery, Romance","English, Italian, Swahili, German",82,"A widower is determined to get to the bottom of a potentially explosive secret involving his wife's murder, big business, and corporate corruption.",https://images-na.ssl-images-amazon.com/images/M/MV5BOWZkODhlZjQtMzdiYi00MDg2LTgxZDItN2IxMDZhMWE0MDdmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Focus Features,R,31 Aug 2005,True,129 min,The Constant Gardener,movie,http://www.theconstantgardener.com/,"Jeffrey Caine (screenplay), John le Carré (based on the novel by)",2005,tt0387131,7.5,"113,892",certified,184,
46,"Sid Haig, Bill Moseley, Sheri Moon Zombie, William Forsythe",10 wins & 5 nominations.,"$16,901,126.00","USA, Germany",07 Nov 2005,Rob Zombie,"Crime, Horror","English, Spanish",53,"The murderous, backwoods Firefly family take to the road to escape a vengeful police force which is not afraid of being as ruthless as their target.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwMjM1MjM4NV5BMl5BanBnXkFtZTcwNTgyMzUzMw@@._V1_SX300.jpg,Lions Gate Films,R,22 Jul 2005,True,107 min,The Devil's Rejects,movie,http://www.thedevilsrejects.com/,"Rob Zombie, Rob Zombie (characters)",2005,tt0395584,6.9,"78,825",rotten,132,
47,"Taylor Lautner, Taylor Dooley, Cayden Boyd, George Lopez",1 win & 10 nominations.,N/A,USA,20 Sep 2005,Robert Rodriguez,"Action, Adventure, Family",English,38,A young boy is recruited by his imaginary friends Sharkboy and Lavagirl to help save their planet.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NzI3OTAwMl5BMl5BanBnXkFtZTcwMTI3ODkyMQ@@._V1_SX300.jpg,Miramax,PG,10 Jun 2005,True,93 min,The Adventures of Sharkboy and Lavagirl 3-D,movie,http://www.miramax.com/movie/the-adventures-of-sharkboy-and-lavagirl,"Robert Rodriguez, Marcel Rodriguez, Racer Rodriguez (story)",2005,tt0424774,3.5,"21,179",rotten,123,
48,"Amber Tamblyn, Alexis Bledel, America Ferrera, Blake Lively",1 win & 14 nominations.,"$43,504,854.00",USA,11 Oct 2005,Ken Kwapis,"Comedy, Drama, Family","English, Greek, Spanish",66,Four best girlfriends hatch a plan to stay connected with one another as their lives start off in different directions: they pass around a pair of secondhand jeans that fits each of their bodies perfectly.,https://images-na.ssl-images-amazon.com/images/M/MV5BNmRjYWE3OTQtYzEwOC00OWM4LTk3MzktZTUyZTgzNjY4NDc0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Bros. Pictures,PG,01 Jun 2005,True,119 min,The Sisterhood of the Traveling Pants,movie,http://www.sisterhoodofthetravelingpants.com/,"Ann Brashares (novel), Delia Ephron (screenplay), Elizabeth Chandler (screenplay)",2005,tt0403508,6.5,"46,181",certified,129,
49,"James Paxton, Tom Rack, Armand Laroche, Peter Hurley",3 nominations.,"$15,283,642.00","USA, Canada",11 Apr 2006,Bill Paxton,"Drama, History, Sport",English,55,"In the 1913 US Open, 20-year-old Francis Ouimet played against his idol, 1900 US Open champion, Englishman Harry Vardon.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4NDk3MDk0NV5BMl5BanBnXkFtZTcwMzk4OTgyMQ@@._V1_SX300.jpg,Buena Vista Pictures,PG,30 Sep 2005,True,120 min,The Greatest Game Ever Played,movie,http://disney.go.com/disneypictures/greatestgame,"Mark Frost (book), Mark Frost (screenplay)",2005,tt0388980,7.5,"22,805",fresh,110,
50,"Ryan Reynolds, Amy Smart, Anna Faris, Chris Klein",3 nominations.,"$32,596,916.00","Germany, USA, Canada",07 Mar 2006,Roger Kumble,"Comedy, Romance",English,47,"While visiting his hometown during Christmas, a man comes face-to-face with his old high school crush whom he was best friends with -- a woman whose rejection of him turned him into a ferocious womanizer.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0Mzg2NjUzMl5BMl5BanBnXkFtZTcwNDg2ODUzMQ@@._V1_SX300.jpg,New Line Cinema,PG-13,23 Nov 2005,True,96 min,Just Friends,movie,http://www.justfriendsmovie.com/,Adam 'Tex' Davis,2005,tt0433400,6.2,"85,328",rotten,100,
51,"Nicolas Cage, Bridget Moynahan, Jared Leto, Shake Tukhmanyan",2 wins & 2 nominations.,"$24,033,036.00","USA, Germany, France",17 Jan 2006,Andrew Niccol,"Crime, Drama, Thriller","English, Ukrainian, German, Spanish, Russian, French, Arabic, Turkish",62,An arms dealer confronts the morality of his work as he is being chased by an Interpol agent.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzZWE3MDAtZjZkMi00MzhlLTlhZDUtNmI2Zjg3OWVlZWI0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Lions Gate,R,16 Sep 2005,True,122 min,Lord of War,movie,http://www.lordofwarthemovie.com/,Andrew Niccol,2005,tt0399295,7.6,"254,426",fresh,143,
52,"Petr Ratimec, Barbora Lukesová, Anna Rust, Jeremy Robson",4 wins & 4 nominations.,N/A,"USA, Czech Republic, UK",20 Dec 2005,Terry Gilliam,"Action, Adventure, Comedy","English, French, German, Italian",51,Will and Jake Grimm are traveling con-artists who encounter a genuine fairy-tale curse which requires true courage instead of their usual bogus exorcisms.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0OTY1NTc2M15BMl5BanBnXkFtZTcwMDkyNzEzMQ@@._V1_SX300.jpg,Miramax Films,PG-13,26 Aug 2005,True,118 min,The Brothers Grimm,movie,http://www.miramax.com/thebrothersgrimm/,Ehren Kruger,2005,tt0355295,5.9,"100,498",rotten,179,
53,"Charlize Theron, Marton Csokas, Jonny Lee Miller, Sophie Okonedo",4 nominations.,"$25,857,987.00",USA,25 Apr 2006,Karyn Kusama,"Action, Sci-Fi",English,36,"Aeon Flux is a mysterious assassin working for the Monicans, a group of rebels trying to overthrow the government. When she is sent on a mission to kill the Chairman, a whole new mystery is found.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2Mzg0NjA2N15BMl5BanBnXkFtZTcwOTc5NjQzMw@@._V1_SX300.jpg,Paramount Pictures,PG-13,02 Dec 2005,True,93 min,Æon Flux,movie,http://www.aeonflux.com/,"Phil Hay, Matt Manfredi, Peter Chung (characters)",2005,tt0402022,5.5,"112,303",rotten,104,
54,"Will Smith, Eva Mendes, Kevin James, Amber Valletta",4 wins & 24 nominations.,"$177,575,142.00",USA,14 Jun 2005,Andy Tennant,"Comedy, Romance",English,58,"While helping his latest client woo the fine lady of his dreams, a professional ""date doctor"" finds that his game doesn't quite work on the gossip columnist with whom he's smitten.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzYyNzM2NzM2NF5BMl5BanBnXkFtZTcwNjg5NTQzMw@@._V1_SX300.jpg,Sony Pictures,PG-13,11 Feb 2005,True,118 min,Hitch,movie,http://www.sonypictures.com/movies/hitch/,Kevin Bisch,2005,tt0386588,6.6,"252,775",fresh,180,
55,"Bill Murray, Julie Delpy, Heather Simms, Brea Frazier",4 wins & 11 nominations.,"$13,578,173.00","USA, France",03 Jan 2006,Jim Jarmusch,"Comedy, Drama, Mystery",English,79,"As the extremely withdrawn Don Johnston is dumped by his latest woman, he receives an anonymous letter from a former lover informing him that he has a son who may be looking for him. A freelance sleuth neighbor moves Don to embark on a cross-country search for his old flames in search of answers.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4OTk1MTYxM15BMl5BanBnXkFtZTcwMTYwNjAzMQ@@._V1_SX300.jpg,Focus Features,R,26 Aug 2005,True,106 min,Broken Flowers,movie,http://www.brokenflowersmovie.com/,"Jim Jarmusch, Bill Raden (inspired by an idea from), Sara Driver (inspired by an idea from)",2005,tt0412019,7.2,"83,541",certified,187,
56,"Allie Mickelson, Kelci Stephenson, Philip Seymour Hoffman, Craig Archibald",Won 1 Oscar. Another 58 wins & 84 nominations.,"$28,337,516.00","USA, Canada",14 Mar 2006,Bennett Miller,"Biography, Crime, Drama",English,88,"In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTczMzU0MjM1MV5BMl5BanBnXkFtZTcwMjczNzgyNA@@._V1_SX300.jpg,Sony Pictures Classics,R,03 Feb 2006,True,114 min,Capote,movie,http://www.sonyclassics.com/capote/,"Dan Futterman (screenplay), Gerald Clarke (book)",2005,tt0379725,7.4,"103,504",certified,183,
57,"Ryan Reynolds, Anna Faris, Justin Long, David Koechner",N/A,"$16,101,109.00",USA,07 Feb 2006,Rob McKittrick,Comedy,"English, German",30,Young employees at Shenaniganz restaurant collectively stave off boredom and adulthood with their antics.,https://images-na.ssl-images-amazon.com/images/M/MV5BODA1NDYyNjYtZDJkMi00NzAwLTkyN2UtNjI1YzdmNTIxZjFhXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,Lions Gate,R,07 Oct 2005,True,94 min,Waiting...,movie,http://www.waitingthefilm.com/,Rob McKittrick,2005,tt0348333,6.8,"77,740",rotten,90,
58,"Willem Dafoe, Samuel L. Jackson, Ice Cube, Scott Speedman",1 nomination.,"$26,082,914.00",USA,26 Jul 2005,Lee Tamahori,"Action, Adventure, Crime",English,37,"Darius Stone, a new agent in the XXX program, is sent to Washington, DC to defuse a power struggle amongst national leaders.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjY4ZGQ2OGItNGQ4NC00MWVmLTgxMzktYThjNmRlNjYzYjQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures,PG-13,29 Apr 2005,True,101 min,xXx: State of the Union,movie,http://www.sonypictures.com/movies/triplex2,"Rich Wilkes (characters), Simon Kinberg",2005,tt0329774,4.3,"54,299",rotten,135,
59,"Kate Hudson, Gena Rowlands, John Hurt, Peter Sarsgaard",5 nominations.,"$47,729,605.00","USA, Germany",15 Nov 2005,Iain Softley,"Horror, Mystery, Thriller","English, French",47,A hospice nurse working at a spooky New Orleans plantation home finds herself entangled in a mystery involving the house's dark past.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxNDYzODE3NF5BMl5BanBnXkFtZTcwMDc1NDAzMQ@@._V1_SX300.jpg,Universal Pictures,PG-13,12 Aug 2005,True,104 min,The Skeleton Key,movie,http://www.theskeletonkeymovie.com/,Ehren Kruger,2005,tt0397101,6.5,"89,699",rotten,149,
60,"Johnny Depp, Helena Bonham Carter, Emily Watson, Tracey Ullman",Nominated for 1 Oscar. Another 9 wins & 26 nominations.,"$53,300,000.00","USA, UK",31 Jan 2006,"Tim Burton, Mike Johnson","Animation, Drama, Family",English,83,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MTY1NjU4MF5BMl5BanBnXkFtZTcwNjIzMTEzMw@@._V1_SX300.jpg,Warner Bros. Pictures,PG,23 Sep 2005,True,77 min,Corpse Bride,movie,http://corpsebridemovie.warnerbros.com/,"Tim Burton (characters), Carlos Grangel (characters), John August (screenplay), Caroline Thompson (screenplay), Pamela Pettler (screenplay)",2005,tt0121164,7.4,"197,720",certified,187,
61,"Ryan Reynolds, Melissa George, Jesse James, Jimmy Bennett",2 wins & 4 nominations.,"$64,255,243.00",USA,04 Oct 2005,Andrew Douglas,"Drama, Horror, Mystery",English,33,Newlyweds are terrorized by demonic forces after moving into a large house that was the site of a grisly mass murder a year before.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTAxMzAzOTczNF5BMl5BanBnXkFtZTcwNzUwNzgyMQ@@._V1_SX300.jpg,MGM,R,15 Apr 2005,True,90 min,The Amityville Horror,movie,http://www.miramax.com/movie/the-amityville-horror,"Scott Kosar (screenplay), Jay Anson (novel), Sandor Stern (earlier screenplay), George Lutz (material), Kathy Lutz (material)",2005,tt0384806,6.0,"84,209",rotten,158,
62,"John Robinson, Emile Hirsch, Rebecca De Mornay, William Mapother",1 win & 7 nominations.,"$11,008,432.00","USA, Germany",27 Sep 2005,Catherine Hardwicke,"Biography, Drama, Sport","English, Spanish",56,"The film follows the surf and skateboarding trends that originated in Venice, California during the 1970's.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDBhNGJlOTAtM2ExNi00NmEzLWFmZTQtYTZhYTRlNjJjODhmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Sony Pictures Entertainment,PG-13,03 Jun 2005,True,107 min,Lords of Dogtown,movie,http://www.sonypictures.com/movies/lordsofdogtown/index.html,Stacy Peralta,2005,tt0355702,7.1,"44,854",rotten,143,
63,"Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez",3 wins & 15 nominations.,"$67,169,549.00","USA, Germany",21 Jun 2005,Thomas Carter,"Drama, Sport",English,57,Controversy surrounds high school basketball coach Ken Carter after he benches his entire team for breaking their academic contract with him.,https://images-na.ssl-images-amazon.com/images/M/MV5BNWYxZWFiNTItN2FkNS00ZDJmLWE1MWItYjMyMTgyOTI4MmQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Paramount Pictures,PG-13,14 Jan 2005,True,136 min,Coach Carter,movie,http://www.coachcartermovie.com/index2.html,"Mark Schwahn, John Gatins",2005,tt0393162,7.2,"96,728",fresh,145,
64,"Paula Abdul, Halle Berry, Lucille Bliss, Terry Bradshaw",2 wins & 19 nominations.,"$128,107,031.00",USA,20 Sep 2005,"Chris Wedge, Carlos Saldanha","Animation, Adventure, Comedy","English, Italian",64,"In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDYyNjY1NjY1M15BMl5BanBnXkFtZTcwNjk5MDczMw@@._V1_SX300.jpg,20th Century Fox,PG,11 Mar 2005,True,91 min,Robots,movie,http://www.robotsmovie.com/,"Ron Mita (story), Jim McClain (story), David Lindsay-Abaire (story), David Lindsay-Abaire (screenplay), Lowell Ganz (screenplay), Babaloo Mandel (screenplay)",2005,tt0358082,6.3,"106,749",fresh,177,
65,"Laura Linney, Tom Wilkinson, Campbell Scott, Jennifer Carpenter",4 wins & 8 nominations.,N/A,USA,26 Apr 2005,Scott Derrickson,"Drama, Horror, Thriller","English, Syriac, German, Greek, Hebrew, Latin, Aramaic",46,A lawyer takes on a negligent homicide case involving a priest who performed an exorcism on a young girl.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2NTM5MjQ0Nl5BMl5BanBnXkFtZTcwNDAxNjAzMQ@@._V1_SX300.jpg,Filmax International,PG-13,09 Sep 2005,True,119 min,The Exorcism of Emily Rose,movie,N/A,"Paul Harris Boardman, Scott Derrickson",2005,tt0404032,6.7,"99,934",rotten,5,
66,"Cole Hauser, Eddie Cibrian, Morris Chestnut, Lena Headey",N/A,"$14,888,028.00","USA, Germany, Romania",03 Jan 2006,Bruce Hunt,"Adventure, Horror, Thriller","English, Romanian",30,Bloodthirsty creatures await a pack of divers who become trapped in an underwater cave network.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4MTQ1NjQ2Ml5BMl5BanBnXkFtZTcwNTkzMTMzMQ@@._V1_SX300.jpg,Screen Gems,PG-13,26 Aug 2005,True,97 min,The Cave,movie,http://www.sonypictures.com/movies/thecave,"Michael Steinberg, Tegan West",2005,tt0402901,5.1,"29,274",rotten,109,
67,"Johnny Knoxville, Brian Cox, Katherine Heigl, Jed Rees",1 nomination.,"$35,019,634.00",USA,16 May 2006,Barry W. Blaustein,"Comedy, Sport",English,46,A young guy's only option to erase a really bad debt is to rig the Special Olympics by posing as a contestant.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNDQzMTk5OF5BMl5BanBnXkFtZTcwNDY0MjEzMQ@@._V1_SX300.jpg,Fox Searchlight Pictures,PG-13,23 Dec 2005,True,94 min,The Ringer,movie,http://www.foxsearchlight.com/theringer,Ricky Blitt,2005,tt0267891,5.8,"31,792",rotten,87,
68,"Paul Walker, Jessica Alba, Scott Caan, Ashley Scott",1 win & 2 nominations.,"$18,472,363.00",USA,26 Dec 2005,John Stockwell,"Action, Adventure, Crime",English,45,A group of divers find themselves in deep trouble with a drug lord after they come upon the illicit cargo of a sunken airplane.,https://images-na.ssl-images-amazon.com/images/M/MV5BMmVlM2FhODYtOWFhZi00YmE5LWIwNWUtZDMxNTlkNDgxNTA0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures,PG-13,30 Sep 2005,True,110 min,Into the Blue,movie,http://www.intothebluemovie.com/,Matt Johnson,2005,tt0378109,5.8,"64,860",rotten,126,
69,"Debra Messing, Dermot Mulroney, Amy Adams, Jack Davenport",N/A,"$32,000,000.00",USA,16 Aug 2005,Clare Kilner,"Comedy, Romance",English,32,"Single-girl anxiety causes Kat Ellis (Messing) to hire a male escort (Mulroney) to pose as her boyfriend at her sister's wedding. Her plan, an attempt to dupe her ex-fiancé, who dumped her a couple years prior, proves to be her undoing.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2NzQ0MDYyOF5BMl5BanBnXkFtZTcwMzA4NzcyMQ@@._V1_SX300.jpg,Universal Pictures,PG-13,04 Feb 2005,True,90 min,The Wedding Date,movie,http://www.theweddingdate.net,"Elizabeth Young (book), Dana Fox (screenplay)",2005,tt0372532,6.1,"39,347",rotten,137,
70,"Jonah Bobo, Josh Hutcherson, Dax Shepard, Kristen Stewart",2 wins & 3 nominations.,"$28,045,540.00",USA,14 Feb 2006,Jon Favreau,"Action, Adventure, Comedy",English,67,Two young brothers are drawn into an intergalactic adventure when their house is hurled through the depths of space by the magical board game they are playing.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyOTQ2ODg4OV5BMl5BanBnXkFtZTcwMjk2ODUzMQ@@._V1_SX300.jpg,Sony Pictures,PG,11 Nov 2005,True,101 min,Zathura: A Space Adventure,movie,http://www.sonypictures.com/movies/zathura/index.html,"Chris Van Allsburg (book), David Koepp (screenplay), John Kamps (screenplay)",2005,tt0406375,6.1,"70,658",certified,158,
71,"Kayvan Novak, George Clooney, Amr Waked, Christopher Plummer",Won 1 Oscar. Another 13 wins & 28 nominations.,"$50,800,000.00","USA, United Arab Emirates",20 Jun 2006,Stephen Gaghan,"Drama, Thriller","English, Urdu, Arabic, Persian, French, Mandarin",76,A politically charged epic about the state of the oil industry in the hands of those personally involved and affected by it.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MTQwMTg0N15BMl5BanBnXkFtZTcwOTE5NjEzMQ@@._V1_SX300.jpg,Warner Bros. Pictures,R,09 Dec 2005,True,128 min,Syriana,movie,http://syrianamovie.warnerbros.com/,"Stephen Gaghan, Robert Baer (book)",2005,tt0365737,7.0,"111,855",certified,192,
72,"Jennifer Garner, Goran Visnjic, Kirsten Prout, Will Yun Lee",2 nominations.,"$24,100,000.00","Canada, USA",05 Apr 2005,Rob Bowman,"Action, Crime, Fantasy","English, Japanese",34,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MTUwNzM5MV5BMl5BanBnXkFtZTcwNzczMDIzMw@@._V1_SX300.jpg,20th Century Fox,PG-13,14 Jan 2005,True,97 min,Elektra,movie,http://www.elektramovie.com/,"Mark Steven Johnson (motion picture characters), Frank Miller (comic book characters), Zak Penn, Stuart Zicherman, Raven Metzner",2005,tt0357277,4.8,"73,065",rotten,163,
73,"Heath Ledger, Sienna Miller, Jeremy Irons, Oliver Platt",5 wins & 3 nominations.,"$11,193,738.00",USA,25 Apr 2006,Lasse Hallström,"Adventure, Comedy, Drama",English,57,"Heath Ledger plays the fabled romantic as a man who, after failing to win the affection of a particular Venetian woman, strives to discover the real meaning of love.",https://images-na.ssl-images-amazon.com/images/M/MV5BZTM2MGFmMjctM2EyNi00MmI4LTkyYjItMDhjZWQ4MjUyNGJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Buena Vista Pictures,R,06 Jan 2006,True,112 min,Casanova,movie,http://casanova.movies.go.com,"Jeffrey Hatcher (screenplay), Kimberly Simi (screenplay), Kimberly Simi (story), Michael Cristofer (story)",2005,tt0402894,6.5,"45,364",rotten,131,
74,"Tobin Bell, Shawnee Smith, Donnie Wahlberg, Erik Knudsen",4 wins & 7 nominations.,"$87,025,093.00","USA, Canada",14 Feb 2006,Darren Lynn Bousman,"Horror, Mystery",English,40,A detective and his team must rescue eight people trapped in a factory by the twisted serial killer known as Jigsaw.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTRjMDNmNjctNjg4ZC00N2ZkLThkMzMtOWRmYTFhMzA1ZDZlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Lions Gate Films,R,28 Oct 2005,True,93 min,Saw II,movie,http://www.saw2.com/,"Leigh Whannell, Darren Lynn Bousman",2005,tt0432348,6.6,"194,259",rotten,117,
75,"Adrien Brody, Keira Knightley, Kris Kristofferson, Jennifer Jason Leigh",1 win & 2 nominations.,"$6,282,106.00","USA, Germany",21 Jun 2005,John Maybury,"Drama, Mystery, Sci-Fi",English,44,"A Gulf war veteran is wrongly sent to a mental institution for insane criminals, where he becomes the object of a Doctor's experiments, and his life is completely affected by them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMjEwNjE4M15BMl5BanBnXkFtZTcwNzQ5MDgyMQ@@._V1_SX300.jpg,Warner Independent,R,04 Mar 2005,True,103 min,The Jacket,movie,http://www.thejacketmovie.com,"Tom Bleecker (story), Marc Rocco (story), Massy Tadjedin (screenplay)",2005,tt0366627,7.1,"95,452",rotten,159,
