,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,tomatoImage,tomatoReviews
40,"Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie",1 win & 10 nominations.,"$56,499,874.00",USA,05 Jan 2016,M. Night Shyamalan,"Horror, Thriller",English,55,Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3OTM2OTc5MV5BMl5BanBnXkFtZTgwMjMxNDM0NTE@._V1_SX300.jpg,Universal Pictures,PG-13,11 Sep 2015,True,94 min,The Visit,movie,http://www.stayinyourroom.com/,M. Night Shyamalan (screenplay),2015,tt3567288,6.2,"75,968",fresh,204
41,"Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels",Nominated for 2 Oscars. Another 26 wins & 109 nominations.,"$12,403,169.00","UK, USA",16 Feb 2016,Danny Boyle,"Biography, Drama",English,82,"Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NTA2MTEwOV5BMl5BanBnXkFtZTgwNzg4NzU2NjE@._V1_SX300.jpg,Universal Pictures,R,23 Oct 2015,True,122 min,Steve Jobs,movie,http://www.stevejobsthefilm.com/,"Aaron Sorkin (screenplay), Walter Isaacson (book)",2015,tt2080374,7.2,"110,082",certified,268
42,"Arnold Schwarzenegger, Jason Clarke, Emilia Clarke, Jai Courtney",7 nominations.,"$75,614,989.00",USA,10 Nov 2015,Alan Taylor,"Action, Adventure, Sci-Fi",English,38,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1NTc0NzE4OF5BMl5BanBnXkFtZTgwNDkyNjQ1NTE@._V1_SX300.jpg,Paramount Pictures,PG-13,01 Jul 2015,True,126 min,Terminator Genisys,movie,http://www.facebook.com/TerminatorGenisys,"Laeta Kalogridis, Patrick Lussier, James Cameron (characters), Gale Anne Hurd (characters)",2015,tt1340138,6.5,"199,912",rotten,232
43,"Jake Gyllenhaal, Naomi Watts, Chris Cooper, Judah Lewis",1 win & 1 nomination.,"$1,656,098.00",USA,19 Jul 2016,Jean-Marc Vallée,Drama,English,49,"A successful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4Nzg1MTYxMl5BMl5BanBnXkFtZTgwMjUxNDMyODE@._V1_SX300.jpg,Fox Searchlight,R,08 Apr 2016,True,101 min,Demolition,movie,http://www.demolition-themovie.com,Bryan Sipe (screenplay),2015,tt1172049,7.0,"52,326",rotten,176
44,"O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr.",Nominated for 1 Oscar. Another 25 wins & 39 nominations.,"$129,402,415.00",USA,19 Jan 2016,F. Gary Gray,"Biography, Crime, Drama",English,72,"The group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5MzkyMzIxNjJeQTJeQWpwZ15BbWU4MDU0MDk0OTUx._V1_SX300.jpg,Universal Pictures,R,14 Aug 2015,True,147 min,Straight Outta Compton,movie,http://www.straightouttacompton.com,"Jonathan Herman (screenplay), Andrea Berloff (screenplay), S. Leigh Savidge (story), Alan Wenkus (story), Andrea Berloff (story)",2015,tt1398426,7.9,"134,384",certified,210
45,"Patrick Swayze, Keanu Reeves, Gary Busey, Lori Petty",1 win & 2 nominations.,N/A,"Japan, USA",22 May 2001,Kathryn Bigelow,"Action, Crime, Drama",English,58,An FBI agent goes undercover to catch a gang of surfers who may be bank robbers.,https://images-na.ssl-images-amazon.com/images/M/MV5BNWVjZWFmYjItZGJlOC00YTllLWE4YjctMWY2ZTg5ZjE0MDIyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,R,12 Jul 1991,True,122 min,Point Break,movie,N/A,"Rick King (story), W. Peter Iliff (story), W. Peter Iliff (screenplay)",1991,tt0102685,7.2,"118,049",fresh,57
46,"Blake Lively, Michiel Huisman, Harrison Ford, Ellen Burstyn",7 nominations.,N/A,"USA, Canada",08 Sep 2015,Lee Toland Krieger,"Drama, Fantasy, Romance","English, Portuguese, Italian",51,"A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzMTQzMTA2MjheQTJeQWpwZ15BbWU4MDk2MTg2MzUx._V1_SX300.jpg,Lionsgate,PG-13,24 Apr 2015,True,112 min,The Age of Adaline,movie,http://www.theageofadalinemovie.com/,"J. Mills Goodloe (screenplay), Salvador Paskowitz (screenplay), J. Mills Goodloe (screenplay), J. Mills Goodloe (story), Salvador Paskowitz (story by)",2015,tt1655441,7.2,"106,328",rotten,140
47,"George Clooney, Hugh Laurie, Britt Robertson, Raffey Cassidy",2 wins & 16 nominations.,"$71,526,443.00","USA, Spain",13 Oct 2015,Brad Bird,"Action, Adventure, Family","English, French, Japanese",60,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0MDc5MjAyNF5BMl5BanBnXkFtZTgwMzU5Mzk1NjE@._V1_SX300.jpg,Walt Disney Pictures,PG,22 May 2015,True,130 min,Tomorrowland,movie,http://movies.disney.com/tomorrowland/,"Damon Lindelof (screenplay), Brad Bird (screenplay), Damon Lindelof (story by), Brad Bird (story by), Jeff Jensen (story by)",2015,tt1964418,6.5,"138,712",rotten,251
48,"Sharlto Copley, Dev Patel, Ninja, Yo-Landi Visser",3 nominations.,N/A,"USA, South Africa",16 Jun 2015,Neill Blomkamp,"Action, Crime, Drama",English,41,"In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyNTI4NTIwNl5BMl5BanBnXkFtZTgwMjQ4MTI0NDE@._V1_SX300.jpg,Sony Pictures,R,06 Mar 2015,True,120 min,Chappie,movie,http://www.chappie-movie.com/,"Neill Blomkamp, Terri Tatchell",2015,tt1823672,6.9,"182,904",rotten,197
49,"Cate Blanchett, Rooney Mara, Kyle Chandler, Sarah Paulson",Nominated for 6 Oscars. Another 74 wins & 234 nominations.,"$8,518,148.00","UK, USA, Australia",15 Mar 2016,Todd Haynes,"Drama, Romance",English,95,An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNTQ4OTEyNV5BMl5BanBnXkFtZTgwNDgyMDI3NjE@._V1_SX300.jpg,The Weinstein Company,R,15 Jan 2016,True,118 min,Carol,movie,https://www.facebook.com/weinsteinco,"Phyllis Nagy (screenplay), Patricia Highsmith (novel)",2015,tt2402927,7.2,"74,725",certified,250
50,"Logan Marshall-Green, Emayatzy Corinealdi, Aiden Lovekamp, Michelle Krusiec",3 wins & 8 nominations.,"$231,703.00",USA,08 Apr 2016,Karyn Kusama,"Drama, Mystery, Thriller",English,74,"While attending a dinner party at his former home, a man thinks his ex-wife and her new husband have sinister intentions for their guests.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzODMwNDkzOF5BMl5BanBnXkFtZTgwNDA4NzA1ODE@._V1_SX300.jpg,Drafthouse Films,NOT RATED,08 Apr 2016,True,100 min,The Invitation,movie,N/A,"Phil Hay, Matt Manfredi",2015,tt2400463,6.7,"36,287",certified,87
51,"Colin Quinn, Devin Fabry, Carla Oudin, Amy Schumer",Nominated for 2 Golden Globes. Another 5 wins & 22 nominations.,N/A,"Japan, USA",10 Nov 2015,Judd Apatow,"Comedy, Drama, Romance",English,75,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MjgwNTMyOV5BMl5BanBnXkFtZTgwMTc1MjI0NDE@._V1_SX300.jpg,Universal Pictures,R,17 Jul 2015,True,125 min,Trainwreck,movie,http://www.trainwreckmovie.com/,Amy Schumer,2015,tt3152624,6.3,"102,173",certified,237
52,"Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins",1 win & 3 nominations.,"$40,292,843.00",USA,03 Nov 2015,"John Francis Daley, Jonathan Goldstein","Adventure, Comedy",English,34,"Rusty Griswold takes his own family on a road trip to ""Walley World"" in order to spice things up with his wife and reconnect with his sons.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwNTM0ODMxM15BMl5BanBnXkFtZTgwNjM4Nzk4NTE@._V1_SX300.jpg,Warner Bros. Pictures,R,29 Jul 2015,True,99 min,Vacation,movie,http://vacationthemovie.com/,"Jonathan Goldstein, John Francis Daley, John Hughes (characters)",2015,tt1524930,6.1,"72,693",rotten,157
53,"Channing Tatum, Juan Piedrahita, Sharon Blackwood, Alison Faulk",2 wins & 3 nominations.,N/A,USA,06 Oct 2015,Gregory Jacobs,"Comedy, Drama, Music",English,60,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDMyODU3ODk3Ml5BMl5BanBnXkFtZTgwNDc1ODkwNjE@._V1_SX300.jpg,Warner Bros. Pictures,R,01 Jul 2015,True,115 min,Magic Mike XXL,movie,http://www.magicmikemovie.com/,Reid Carolin,2015,tt2268016,5.7,"41,535",fresh,206
54,"Anna Kendrick, Rebel Wilson, Hailee Steinfeld, Brittany Snow",9 wins & 16 nominations.,"$165,744,048.00",USA,22 Sep 2015,Elizabeth Banks,"Comedy, Music","English, German",63,"After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0Mzg4NDYyOF5BMl5BanBnXkFtZTgwOTM2ODg2NTE@._V1_SX300.jpg,Universal Pictures,PG-13,15 May 2015,True,115 min,Pitch Perfect 2,movie,http://www.pitchperfectmovie.com/,"Kay Cannon, Mickey Rapkin (based on the book by)",2015,tt2848292,6.5,"104,960",fresh,188
55,"Tilda Swinton, Matthias Schoenaerts, Ralph Fiennes, Dakota Johnson",3 wins & 14 nominations.,N/A,"Italy, France",N/A,Luca Guadagnino,"Drama, Thriller","English, Italian",74,The vacation of a famous rock star and a filmmaker in Italy is disrupted by the unexpected visit of an old friend and his daughter.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNzk3NzMwN15BMl5BanBnXkFtZTgwODc3ODQ4NzE@._V1_SX300.jpg,N/A,R,13 May 2016,True,125 min,A Bigger Splash,movie,N/A,"David Kajganich (screenplay), Alain Page (story)",2015,tt2056771,6.4,"13,720",N/A,N/A
56,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",15 wins & 28 nominations.,"$254,641,329.00","USA, Germany",22 Mar 2016,Francis Lawrence,"Action, Adventure, Sci-Fi",English,65,"As the war of Panem escalates to the destruction of other districts, Katniss Everdeen, the reluctant leader of the rebellion, must bring together an army against President Snow, while all she holds dear hangs in the balance.",https://images-na.ssl-images-amazon.com/images/M/MV5BNjQzNDI2NTU1Ml5BMl5BanBnXkFtZTgwNTAyMDQ5NjE@._V1_SX300.jpg,Lionsgate Films,PG-13,20 Nov 2015,True,137 min,The Hunger Games: Mockingjay - Part 2,movie,http://www.thehungergames.movie/,"Peter Craig (screenplay), Danny Strong (screenplay), Suzanne Collins (adaptation), Suzanne Collins (novel)",2015,tt1951266,6.6,"193,699",fresh,249
57,"Dwayne Johnson, Carla Gugino, Alexandra Daddario, Ioan Gruffudd",2 wins & 10 nominations.,"$127,666,001.00",USA,20 Oct 2015,Brad Peyton,"Action, Adventure, Drama",English,43,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",https://images-na.ssl-images-amazon.com/images/M/MV5BNjI4MTgyOTAxOV5BMl5BanBnXkFtZTgwMjQwOTA4NTE@._V1_SX300.jpg,Warner Bros.,PG-13,29 May 2015,True,114 min,San Andreas,movie,http://sanandreasmovie.com/,"Carlton Cuse (screenplay), Andre Fabrizio (story), Jeremy Passmore (story), Carlton Cuse, Andre Fabrizio",2015,tt2126355,6.1,"157,422",rotten,212
58,"Jude Law, Raad Rawi, Melissa McCarthy, Jessica Chaffin",Nominated for 2 Golden Globes. Another 4 wins & 20 nominations.,"$89,914,425.00",USA,29 Sep 2015,Paul Feig,"Action, Comedy, Crime","English, French, Italian, German",75,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",https://images-na.ssl-images-amazon.com/images/M/MV5BNjI5OTQ0MDQxM15BMl5BanBnXkFtZTgwMzcwNjMyNTE@._V1_SX300.jpg,20th Century Fox,R,05 Jun 2015,True,119 min,Spy,movie,http://www.foxmovies.com/movies/spy,Paul Feig,2015,tt3079380,7.1,"183,321",certified,227
59,"Jason Clarke, Ang Phula Sherpa, Thomas M. Wright, Martin Henderson",7 nominations.,"$46,529,055.00","UK, USA, Iceland",19 Jan 2016,Baltasar Kormákur,"Adventure, Biography, Drama","English, Russian",64,A climbing expedition on Mt. Everest is devastated by a severe snow storm.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTNmMzM0ZTktZWY3Yy00ODViLTllZDgtODcwM2QyM2E2YTU2L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Universal Pictures,PG-13,25 Sep 2015,True,121 min,Everest,movie,N/A,"William Nicholson (screenplay), Simon Beaufoy (screenplay)",2015,tt2719848,7.1,"148,581",fresh,206
60,N/A,1 nomination.,N/A,China,N/A,Jian Lou,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True,86 min,Fathers,movie,N/A,Jian Lou,2001,tt0355465,5.9,13,N/A,N/A
61,"Dylan O'Brien, Ki Hong Lee, Kaya Scodelario, Thomas Brodie-Sangster",2 wins & 5 nominations.,N/A,USA,15 Dec 2015,Wes Ball,"Action, Sci-Fi, Thriller",English,43,"After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MDU2NzQyMl5BMl5BanBnXkFtZTgwMzQxMDQ3NTE@._V1_SX300.jpg,20th Century Fox,PG-13,18 Sep 2015,True,132 min,Maze Runner: The Scorch Trials,movie,http://www.themazerunnermovie.com/,"T.S. Nowlin (screenplay), James Dashner (novel)",2015,tt4046784,6.4,"154,057",rotten,130
62,"Chiwetel Ejiofor, Nicole Kidman, Julia Roberts, Dean Norris",3 nominations.,N/A,"USA, UK, Spain, South Korea",23 Feb 2016,Billy Ray,"Crime, Drama, Mystery",English,45,"A tight-knit team of rising investigators, along with their supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0ODU1NDE0Ml5BMl5BanBnXkFtZTgwNzc4Njc3NjE@._V1_SX300.jpg,STX Entertainment,PG-13,20 Nov 2015,True,111 min,Secret in Their Eyes,movie,http://secretintheireyes.movie,"Billy Ray (screenplay), Juan José Campanella (film ""El secreto de sus ojos""), Eduardo Sacheri (film ""El secreto de sus ojos"")",2015,tt1741273,6.2,"25,394",rotten,136
63,"Mae Whitman, Robbie Amell, Bella Thorne, Bianca A. Santos",1 win & 8 nominations.,"$30,777,437.00",USA,09 Jun 2015,Ari Sandel,Comedy,"English, Spanish",56,"A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3OTg3MDUwN15BMl5BanBnXkFtZTgwMTAwMTkxNDE@._V1_SX300.jpg,Lionsgate Films,PG-13,20 Feb 2015,True,101 min,The DUFF,movie,http://theduffmovie.com/,"Josh A. Cagan (screenplay), Kody Keplinger (novel)",2015,tt1666801,6.5,"55,754",fresh,108
64,"Robert De Niro, Anne Hathaway, Rene Russo, Anders Holm",1 win & 6 nominations.,"$60,886,513.00",USA,19 Jan 2016,Nancy Meyers,"Comedy, Drama",English,51,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyNjE5NjI5OF5BMl5BanBnXkFtZTgwNzYzMzU3NjE@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,25 Sep 2015,True,121 min,The Intern,movie,http://www.theinternmovie.com/,Nancy Meyers,2015,tt2361509,7.1,"153,466",fresh,171
65,"Britt Robertson, Scott Eastwood, Alan Alda, Jack Huston",1 win & 4 nominations.,N/A,USA,14 Jul 2015,George Tillman Jr.,"Drama, Romance",English,33,"The lives of a young couple intertwine with a much older man, as he reflects back on a past love.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzIzMjg0NjQwNF5BMl5BanBnXkFtZTgwODAwOTE4MzE@._V1_SX300.jpg,20th Century Fox,PG-13,10 Apr 2015,True,123 min,The Longest Ride,movie,http://www.facebook.com/TheLongestRide,"Nicholas Sparks (novel), Craig Bolotin (screenplay)",2015,tt2726560,7.1,"55,634",rotten,112
66,"Kate Winslet, Jai Courtney, Mekhi Phifer, Shailene Woodley",2 wins & 8 nominations.,"$114,138,208.00",USA,04 Aug 2015,Robert Schwentke,"Adventure, Sci-Fi, Thriller",English,42,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxOTYxMTg3OF5BMl5BanBnXkFtZTgwMDgyMzA2NDE@._V1_SX300.jpg,Lionsgate Films,PG-13,20 Mar 2015,True,119 min,Insurgent,movie,http://www.thedivergentseries.com/,"Brian Duffield (screenplay), Akiva Goldsman (screenplay), Mark Bomback (screenplay), Veronica Roth (novel)",2015,tt2908446,6.3,"166,946",rotten,184
67,"Will Smith, Margot Robbie, Adrian Martinez, Gerald McRaney",2 nominations.,"$50,265,541.00","USA, Argentina",02 Jun 2015,"Glenn Ficarra, John Requa","Comedy, Crime, Drama","English, Spanish",56,"In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwODg2OTA4OF5BMl5BanBnXkFtZTgwOTE5MTE4MzE@._V1_SX300.jpg,Warner Bros. Pictures,R,27 Feb 2015,True,105 min,Focus,movie,http://focusmovie.com/,"Glenn Ficarra, John Requa",2015,tt2381941,6.6,"162,217",rotten,199
68,"Sharlto Copley, Danila Kozlovsky, Haley Bennett, Tim Roth",1 win.,N/A,"Russia, USA",N/A,Ilya Naishuller,"Action, Adventure, Sci-Fi","English, Russian",51,"Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.",https://images-na.ssl-images-amazon.com/images/M/MV5BNjIzNTcwMDc3Nl5BMl5BanBnXkFtZTgwNzU5NTY5NzE@._V1_SX300.jpg,N/A,R,08 Apr 2016,True,96 min,Hardcore Henry,movie,N/A,"Ilya Naishuller (screenwriter), Will Stewart (additional writing by)",2015,tt3072482,6.8,"56,990",N/A,N/A
69,"Amy Poehler, Tina Fey, Maya Rudolph, Ike Barinholtz",4 nominations.,"$66,652,373.00",USA,15 Mar 2016,Jason Moore,Comedy,English,58,Two sisters decide to throw one last house party before their parents sell their family home.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3MzQ5NDE5MF5BMl5BanBnXkFtZTgwODE5OTQyNzE@._V1_SX300.jpg,Universal Pictures,R,18 Dec 2015,True,118 min,Sisters,movie,http://www.sistersfilm.com/,Paula Pell,2015,tt1850457,6.0,"48,268",fresh,159
70,"Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",2 wins & 9 nominations.,"$33,061,006.00","USA, Australia, China",27 Oct 2015,Joel Edgerton,"Mystery, Thriller",English,77,A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMjM2NjM1Nl5BMl5BanBnXkFtZTgwMDM1MjQyNTE@._V1_SX300.jpg,STX Entertainment,R,07 Aug 2015,True,108 min,The Gift,movie,http://giftmovie.com/,Joel Edgerton,2015,tt4178092,7.1,"92,885",certified,164
71,"Will Smith, Alec Baldwin, Albert Brooks, Gugu Mbatha-Raw",Nominated for 1 Golden Globe. Another 4 wins & 15 nominations.,"$23,268,108.00","UK, Australia, USA",29 Mar 2016,Peter Landesman,"Biography, Drama, Sport",English,55,"In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNjgwNDg0NV5BMl5BanBnXkFtZTgwMzY1MjAyNzE@._V1_SX300.jpg,Sony Pictures,PG-13,25 Dec 2015,True,123 min,Concussion,movie,http://www.concussion-movie.com/,"Peter Landesman, Jeanne Marie Laskas (based on the GQ article ""Game Brain"" by)",2015,tt3322364,7.1,"56,143",fresh,179
72,"Faisa Hassan, Aisha Takow, Armaan Haggio, Helen Mirren",1 win & 8 nominations.,N/A,"UK, South Africa",N/A,Gavin Hood,"Drama, Thriller, War","Somali, English",73,"Col. Katherine Powell, a military officer in command of an operation to capture terrorists in Kenya, sees her mission escalate when a girl enters the kill zone triggering an international dispute over the implications of modern warfare.",https://images-na.ssl-images-amazon.com/images/M/MV5BNTY4Nzg5MTU0OV5BMl5BanBnXkFtZTgwMjY2MjU2NzE@._V1_SX300.jpg,N/A,R,01 Apr 2016,True,102 min,Eye in the Sky,movie,N/A,Guy Hibbert,2015,tt2057392,7.3,"52,821",N/A,N/A
73,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis",3 wins & 12 nominations.,"$154,485,963.00","USA, Germany",06 Dec 2005,Tim Story,"Action, Adventure, Family",English,40,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.",https://images-na.ssl-images-amazon.com/images/M/MV5BNWU1ZjFjMTctYjA5ZC00YTBkLTkzZjUtZWEyMjgxY2MxYWM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,20th Century Fox,PG-13,08 Jul 2005,True,106 min,Fantastic Four,movie,http://www.fantasticfourmovie.com/,"Mark Frost, Michael France, Stan Lee (Marvel comic book), Jack Kirby (Marvel comic book)",2005,tt0120667,5.7,"274,185",rotten,204
74,"Jeremy Irons, Dev Patel, Malcolm Sinclair, Raghuvir Joshi",1 win.,N/A,"UK, USA",23 Aug 2016,Matt Brown,"Biography, Drama","English, Tamil, Sanskrit",56,"The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3Njg4MDM3OV5BMl5BanBnXkFtZTgwMjE5ODM3ODE@._V1_SX300.jpg,N/A,PG-13,29 Apr 2016,True,108 min,The Man Who Knew Infinity,movie,N/A,"Matt Brown (screenplay), Matt Brown, Robert Kanigel (biography)",2015,tt0787524,7.2,"26,013",fresh,112
75,"Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage",2 wins & 9 nominations.,"$66,412,009.00","USA, China, Canada",27 Oct 2015,Chris Columbus,"Animation, Action, Comedy",English,27,"When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMzM4NDY5N15BMl5BanBnXkFtZTgwNzg1NTI3MzE@._V1_SX300.jpg,Sony Pictures,PG-13,24 Jul 2015,True,106 min,Pixels,movie,http://www.facebook.com/PixelsMovie,"Tim Herlihy (screenplay), Timothy Dowling (screenplay), Tim Herlihy (screen story), Patrick Jean (short film)",2015,tt2120120,5.6,"97,860",rotten,172
76,N/A,N/A,N/A,Philippines,N/A,Raya Martin,Short,None,N/A,"A conquistador counts his blessings in this hand-colored elegy evoking old, silent film iconography.",N/A,N/A,N/A,N/A,True,1 min,Ars colonia,movie,N/A,Raya Martin (screenplay),2011,tt1999833,5.4,38,N/A,N/A
77,"Vin Diesel, Rose Leslie, Elijah Wood, Ólafur Darri Ólafsson",N/A,N/A,"USA, China, Canada",02 Feb 2016,Breck Eisner,"Action, Adventure, Fantasy",English,34,The last witch hunter is all that stands between humanity and the combined forces of the most horrifying witches in history.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM5Njk5MzYzM15BMl5BanBnXkFtZTgwNzM1Mjk4NjE@._V1_SX300.jpg,Summit Entertainment.,PG-13,23 Oct 2015,True,106 min,The Last Witch Hunter,movie,https://www.facebook.com/LastWitchHunter,"Cory Goodman, Matt Sazama, Burk Sharpless",2015,tt1618442,6.0,"67,905",rotten,123
78,"Will Ferrell, Mark Wahlberg, Linda Cardellini, Thomas Haden Church",1 win & 4 nominations.,N/A,USA,22 Mar 2016,Sean Anders,"Comedy, Family",English,42,"Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0OTE1MTk4N15BMl5BanBnXkFtZTgwMDM5OTk5NjE@._V1_SX300.jpg,Paramount Pictures,PG-13,25 Dec 2015,True,96 min,Daddy's Home,movie,http://www.daddyshomemovie.com/,"Brian Burns (screenplay), Sean Anders (screenplay), John Morris (screenplay), Brian Burns (story)",2015,tt1528854,6.1,"64,696",rotten,110
79,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth",4 nominations.,"$63,883,740.00",USA,15 Dec 2015,Seth MacFarlane,Comedy,English,48,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwMDg3MDk1NF5BMl5BanBnXkFtZTgwNjYyODA1NTE@._V1_SX300.jpg,Universal Pictures,R,26 Jun 2015,True,115 min,Ted 2,movie,http://www.legalizeted.com/,"Seth MacFarlane, Alec Sulkin, Wellesley Wild, Seth MacFarlane (based on characters created by)",2015,tt2637276,6.3,"131,491",rotten,189
80,"Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley",N/A,N/A,USA,10 Nov 2015,Tarsem Singh,"Action, Mystery, Sci-Fi",English,34,"A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0MTQzNzAxMl5BMl5BanBnXkFtZTgwNjg4MjcxNjE@._V1_SX300.jpg,Focus Features,PG-13,10 Jul 2015,True,117 min,Self/less,movie,http://www.outlive.life,"Àlex Pastor, David Pastor",2015,tt2140379,6.5,"64,436",rotten,131
